id	filename	md5	size	state
3798d875-5ef0-4d9e-93b9-2ede31dc53cf	8ddc8e8b-d131-4f4e-96ec-078ced613de6.FPKM.txt.gz	5c5be20ab8661f73221e93d783d07f95	514818	validated
10e813bc-63fe-4f32-a000-88527d5444b2	e1f960fc-6efa-4492-9f44-8e645ec8bfc2.FPKM.txt.gz	c3a64d09f54caa53d6bdc455927b1655	534234	validated
38a237aa-0693-4b3c-9add-f859f93038cf	0978e2a7-73fc-4389-9e63-3d6fd42832e8.FPKM.txt.gz	cd00f3ccf4c4624e4bf09a4bece0a599	552924	validated
3aa46429-70b0-4026-87e5-0da1762d54fe	f6b9d070-6d11-40f3-9ca0-a20779091825.FPKM.txt.gz	cc65e71c5d7b81502e40a09f84cbbe69	516825	validated
40bd567d-80f1-40b4-a429-89dde4d3c4b8	1be91780-e668-4261-bd65-ee03f2a5a1e7.FPKM.txt.gz	699084243f19b1054f69c713f1e93aa6	522639	validated
147d522a-54cd-4759-9e51-63c97d9366bd	ea8498cf-e0d1-4c68-8459-36aeeca9dd53.FPKM.txt.gz	f0f56734e1c4f0985e3430ffd1c84c23	519837	validated
3be3a6ab-07e5-4bb1-8f69-3ad798ee51ce	253937ce-abea-4db7-8457-b983156373d7.FPKM.txt.gz	913713f03366692aab095d01214f9b21	531483	validated
1c3f7dc5-d3ca-44fa-80f2-f6c07a256ee0	de3f8e43-3f12-4905-ae6e-922d4147ee99.FPKM.txt.gz	235c258e0494ff7cebb387c5e114296f	520751	validated
1d93e7c4-d2f6-4c7f-8e6b-9a9623ada508	70151eb2-40c7-4ad1-b4ff-97e1878449fa.FPKM.txt.gz	78d9ca9ca6d4427dfb50d6fd73465020	534924	validated
32a8cfef-47fc-4652-a277-04e2c0cc95aa	1f90a18e-1e38-4365-bbbe-9959fe96ef77.FPKM.txt.gz	2c3fadb2ee11a640b0b81921fca0f0bc	515845	validated
4406b628-d518-4f35-bb0e-fb67ea138113	94719fc5-6ae9-410a-a15b-49ffe3753d2d.FPKM.txt.gz	ce6041d5620e87bdf95967766012609e	495702	validated
5963cf70-818d-416c-a38a-e09c785c689a	07b7d5d5-916e-4744-8366-9dbba5ee32bb.FPKM.txt.gz	fc8246bf111c0ed696f1da98f66eb58d	512925	validated
6b0f951d-0dee-4ff1-911d-e784f10e98fa	c56cda8a-0755-4715-9c46-5bc6280a5bf0.FPKM.txt.gz	4505ade71bf0021d3279021b3f109dfe	539908	validated
57dd82cf-3d3b-4e8a-bc5f-27cf388b733c	a3bba70b-6661-4bec-bcf0-053da7aa61f9.FPKM.txt.gz	ba8186ce9092a8998ee7d3060a6c9db9	513719	validated
3f21064f-47a6-4ada-81d3-7a70c84ac6e5	c5eb6a8e-2a5b-4268-8ae6-f6c13d3e3b01.FPKM.txt.gz	fcb7eae16b866a447af103f939ec4851	500624	validated
58c0191b-3bdb-4df5-bf54-ff14e555edd2	c77a24cf-b389-4c74-8477-792a1529b1fb.FPKM.txt.gz	b8b6649c348c0bf5fc024f39a842f58b	497656	validated
7c4aeee1-c362-46fb-b3d6-15812f26cd04	15f84276-f2b1-42fe-af09-229a77b9ba1a.FPKM.txt.gz	540aad23b078c1e020fd20eee13308db	525666	validated
7ec92bdf-6d00-4a98-9c68-665a78c961c1	7f92fd47-9938-4069-bc1d-ce6d7d6c1dc4.FPKM.txt.gz	5aca1d162c91e91d5ca37066d6767c40	521415	validated
5d0f90a1-5529-4bba-ae58-294530478939	a18f26c8-9497-4824-a5ba-7b192f4ca987.FPKM.txt.gz	6cc7016540fb43708f165852882e2e0d	507858	validated
8e8876ad-9b78-4c94-ac59-677c92966a23	9348d9ac-3c90-433e-b5f4-92a7c1287bed.FPKM.txt.gz	daf1281f9b61e9b25d077ce079ebe9cf	539199	validated
6e9c7b1c-6d96-4405-aaf5-7a6a269a7ae7	e9422605-b2da-42b0-aa64-a98472834140.FPKM.txt.gz	a998fae4ce864674212b2fdfe2df0a4d	534183	validated
6640dc42-96f2-4872-8ea9-46a2e078abaf	bdceb6c5-77d1-43e6-9046-1340502c2a60.FPKM.txt.gz	d812af00602845dcf00ce5af98f5cedb	521600	validated
59dee04a-f428-44d3-ae59-686adb65e543	9221965b-27b8-410e-bf2c-32f9318d0514.FPKM.txt.gz	0b5f7caadd8c0932eb6a0390f0fe3e65	509796	validated
6050e06e-0431-4d2d-bdac-0d631882cbde	5c09d572-3fb3-4b7b-ac32-279c6351554c.FPKM.txt.gz	98545f4ff4a57eccd329aaa1da497dd0	534200	validated
62c15432-f328-4ff0-8488-a46bcd4764e6	c592e62e-5de0-4c40-8e4c-f56b9546a545.FPKM.txt.gz	2cbab60c55702cc9282abdfdb3216144	499748	validated
66e84817-61d8-4918-99ca-d31515291f4f	fd55692a-cd56-459b-8edb-ba83a735e665.FPKM.txt.gz	334ae7c843c2f2dfb3323739fb1e6f93	534940	validated
7b4e1f02-4b48-4a2a-8051-4481be641cae	fcdaa827-e263-46e0-8a83-206fa5a009ba.FPKM.txt.gz	5ff2beecc187732dfb37914e906c99ce	496735	validated
922bad20-7774-46fe-bf0c-183a6f667241	28dfbaea-e781-4f64-ae7e-d12d49f33675.FPKM.txt.gz	840fbff4b19389439559410ab2220b89	590475	validated
86bc1873-1354-4b0c-9054-84d3201fa5e4	b033c85a-2395-4ced-a84d-ac1fbce674bf.FPKM.txt.gz	14b5f1f2ec9b000da05aa76aa4536df1	522956	validated
7e6ed787-5c28-44d6-ab7d-9a744a29d6a9	40633fb7-6665-4897-ba2d-76502e35dcd7.FPKM.txt.gz	d70ddb9955bd724cc90a56a9a1e09f89	535627	validated
9aac02be-72c3-4d76-8078-96a7b4975e04	7487d66f-3ca5-4df9-ac9e-88f0af7838c3.FPKM.txt.gz	fa55a84c486e021de83d4d7dc4afaa92	505599	validated
8f69ea05-0e47-4caf-86c6-8d26609ea6ca	003d640d-3bfc-4791-b241-4a3206d49468.FPKM.txt.gz	4b19ab38df627e451fe46d8512eaff57	555799	validated
a22254d9-c6ac-4ace-8ac7-7244cce45754	6a99a9ab-dcda-408b-886a-1600fb578306.FPKM.txt.gz	9ff6d20f72d9e34d84880b00e45f2175	521753	validated
9dbde639-b42d-4526-b0db-0296354d3636	dc0592cf-5a96-4aed-86b2-eb7de5492b7c.FPKM.txt.gz	60feb2f72c0dfe0fcf049e2f0fa843b9	527207	validated
910c0c07-4964-43d6-a333-ae8cfa651a7c	95bae25e-21b8-4b27-a2da-f6ab696f674a.FPKM.txt.gz	545b94e1eb9f0ee30ee70bd18d1d2643	527323	validated
992d698c-b453-41fb-9595-fda7bc85b717	f76b3ebd-e168-41b4-ac1f-e58b583a0506.FPKM.txt.gz	c2e24c075505efd1b200a5949e785e1c	528730	validated
a47f4d25-64b6-4f18-9fe3-e9090917499b	98921931-2f32-470d-97ae-824716d1c034.FPKM.txt.gz	5643aaa1d538046b91b2c78417e3fe02	514842	validated
a7e19a0c-f72b-4325-84bd-c72f1918eee0	aa42dd76-efb1-4fb7-9922-cf54540844e7.FPKM.txt.gz	e524e4b31f910b784b4d47d6ed08159c	513066	validated
adb5f8f3-fdc1-4ec5-8769-406615cc2e73	9f90bbb9-173f-4dad-a5d2-0e07a7481099.FPKM.txt.gz	385e0d5487682f66b1fd08222d71699f	496942	validated
af468487-39bf-4edd-a5f6-e0cb59f242b8	103f15cb-936b-4859-a8d5-5cda17ffabcb.FPKM.txt.gz	aa4e8fbb6414a5a2928dc8a415e6cd8b	540761	validated
b27cf9f9-34fb-4330-ba75-fc8ece77888d	49169d14-c16b-4f51-9cf6-4191d3d2e25f.FPKM.txt.gz	437748ddbace5ea6501211c4768482ff	518369	validated
953f3352-2227-4cb6-a291-55a7692d8082	06a8ba43-c1e0-4de1-9073-4b16c95245ca.FPKM.txt.gz	822475643a86a5db19c30c94c9ceee9c	480262	validated
8c055347-1296-4958-8282-62126c5bcad8	1fb17947-620e-4655-8b19-7adef7238ab5.FPKM.txt.gz	35170afb51efec1390aecb05527182ae	536608	validated
8b1a685c-0256-489c-a3b6-152d68a6ae7f	85a57663-89b0-4cc6-b118-98fce8640eb2.FPKM.txt.gz	3176b401bdcfbb58e24651434d46fc85	510432	validated
9caffd9b-0aa8-4aac-8a0d-598267a9f293	d578e27f-537c-4aaa-8903-6ffe68346276.FPKM.txt.gz	3251fb300e73e0f5229747b815094aae	506927	validated
988aeea7-1436-49d7-b7e7-c5562357268c	220d10e6-c62c-4ac3-bd77-62ccc3676962.FPKM.txt.gz	15eba5dfca737b66bc6cf456104c0653	526855	validated
a7d67b44-fbb1-466b-8288-1b884627ffd5	5bc7e90d-0fa4-4bde-bee8-4f9b92de03a2.FPKM.txt.gz	8bd41c869b8e6c36fe7f215897e75854	508364	validated
a7c1cc01-de3e-48dc-8cc4-d644a2fe7abc	5fad0e23-8efc-4911-accd-2e9f2fb8d987.FPKM.txt.gz	c7811645b2edf303d49514213e869a86	484239	validated
d1d65b5c-bddc-43de-a983-d3d8a3f236d6	44f52c83-3eb1-4f91-a885-599fb960049c.FPKM.txt.gz	099782156bc28f28dbdba67c9876d838	501396	validated
ab83e2bc-5df0-4d6a-8650-299eaff10892	471d762f-bd20-4665-9e2f-cc7ce8f94001.FPKM.txt.gz	da7a22a62a6d245e56a5a91d0f35dea7	526172	validated
fa22877d-0c08-4725-a0f3-1ea869f8f6d4	1cf5a03a-2e3c-427d-87d3-3215724dc6fa.FPKM.txt.gz	c08f1e8afad9b3e5db028be49584810b	541156	validated
fdcbd3ea-55ca-46a9-b2ae-94e0df54cf29	1c903a79-fbee-47a4-8847-79d9242a2fcf.FPKM.txt.gz	e8a4c37b3b72ef9672c5baeb007c4481	519448	validated
062d8713-d199-484a-8711-244d83c3ffb4	d8024d77-6758-4560-9353-31b4c2c1f918.FPKM.txt.gz	76218916eda990ba303d93d8da201ac4	513611	validated
34928e92-b375-484a-8d2b-893eb4719945	dc9a90f9-cfee-4e75-b1b4-ace36b09ea16.FPKM.txt.gz	df03f4a3d65e5c297675903e1e44b32e	578117	validated
638f5112-a4b7-41d2-ab2e-26bf80170622	8dd6d0ba-4819-4c05-a89d-f259637811d3.FPKM.txt.gz	e3b6f14dddd8654d0f9db155d0e7cc59	537579	validated
c15022d7-c95d-4250-ab0a-87544bece8e0	f0e2e252-00d1-4a1a-8342-7140b8aa676c.FPKM.txt.gz	78c9cb40a394b21622fc581019cd5972	627924	validated
3fbc2c35-5c46-4b2b-8e83-d96e9f515af9	afc60bb6-6efc-4174-ade2-d148223ddf4b.FPKM.txt.gz	d25093a72493b9352fc61550c1e6e5c8	551615	validated
846b9b1c-d02e-46e0-bb1a-3b5ffad99538	60d19fd5-f7dd-4421-b03d-414b31c46daa.FPKM.txt.gz	ac5985e3a5d2fd80ee8d87b5ab854f7b	568578	validated
26237215-72ab-459b-b451-150d06fc25a6	c288e63d-f096-4313-bd45-6704954ea7ba.FPKM.txt.gz	014e989d584ace2e25ad86c1534c4934	554687	validated
0423359e-e16c-4a50-9da2-420b5e8a977e	1317e4d4-2c33-494b-bb77-aa9997327a41.FPKM.txt.gz	9efaf3e2c69c37bb03f3c41ab97d458d	558553	validated
209cd6eb-7461-457a-9ca8-b018ac5e09cd	0bb9cd35-d245-4fe6-b720-0b827505b6e2.FPKM.txt.gz	ed6034e15e92f01c57acacf0ac9a8343	540978	validated
974aad03-217c-42b5-8914-1bc672ec0569	09c38ee5-b39e-47b2-8f27-8f125affa7f6.FPKM.txt.gz	f922dbe6429fa16a7d3b4fd01ee5a514	568217	validated
931ba5b4-f617-4740-9fd1-a887e752db8e	b58a2839-3089-4164-b66c-9b51873f25f8.FPKM.txt.gz	34856c18f23f41214768ef2eed793463	573970	validated
1333989b-f993-4cab-a5a1-59c74123bf86	23616216-35d2-4ccd-86e7-e4c24662c642.FPKM.txt.gz	274e495020deef82d0e063fab1037b72	582957	validated
ac4bf0a2-71ba-4600-82a3-f9eba85b128d	aeabc5e2-27d2-4bcc-84ae-84cc60beeec0.FPKM.txt.gz	564d6a643e3a327ff7ed3f7c1fc18003	577034	validated
527cb3f1-f283-4c6f-aec9-7fbaac816762	01411772-3c6a-494e-9a61-7e96812b785a.FPKM.txt.gz	93f2726c2ae91cd66d431c91b9ca6c41	614846	validated
6f6cc105-c486-443e-bad4-a7850fb951d2	867623c6-6379-44cc-93a2-f0332e62f3c4.FPKM.txt.gz	22c122f7095f531ddc58c9fdafffe3f8	529616	validated
2b91cafd-526f-4b1c-9b12-af88758023c2	01f7a9ce-6667-438c-944b-f40f7c66b5f9.FPKM.txt.gz	21a168f5b0ed5f873a543673f53b8770	586897	validated
c2c0224c-7dcf-4685-ae51-270d9e7cc582	83436e39-a06f-46f0-9450-d8667f1c7683.FPKM.txt.gz	3bb2e61b85607842de1c5c059c7e3c27	566479	validated
564a044a-3b8a-4585-b0c5-113f7981df91	107fffa5-abb2-47c9-93a1-69a2d07a8073.FPKM.txt.gz	09f85de3b8829a53940abfecc003079c	616728	validated
b72cfc63-b26c-4ee2-a127-f3541fd9230d	072beb58-7a12-49d7-b49f-008a774ce6bf.FPKM.txt.gz	b5634ca3816a94cab414eef93d36fca9	575897	validated
90de85f1-34a3-4a5d-8925-173495f68b7a	bb3f1370-3234-4328-a9fb-8fa92da0d071.FPKM.txt.gz	48643fdb81884b28cd49a788596cc1b7	516470	validated
688d3f1b-44b8-400a-a758-67c7e41c6acc	5280acda-9a1d-4feb-b6ae-1234cb6dabdf.FPKM.txt.gz	1036c68b4b1ce51d2395d8ee048ab1be	616613	validated
57a6714e-671a-434e-b401-ec78f3adb5cd	ad087113-94ea-47bb-9fec-1b5273391037.FPKM.txt.gz	6e9326e69b02ffdd4dc461292785ac63	552327	validated
652d8b46-5606-4194-8077-53750238b9a1	b70f4e88-ec19-4a3b-bc7f-4a0a424f8f21.FPKM.txt.gz	75793caebdb1303827a67b7bf8f4e7c7	572876	validated
4607be78-dfdd-4826-a9a1-4124fb193a54	e59a27c7-5db4-4046-9d59-b10ce97c4518.FPKM.txt.gz	dd35e6aebf0c6174efbe6e6c10dd6b3a	594184	validated
3260d127-3de8-472f-afe5-eba6d3674748	962dc993-d972-4d59-a335-30759ba25e7e.FPKM.txt.gz	a087c282c450476ce30ab5c0ffb2dd1d	528302	validated
a7496bb5-a227-4d6c-a3a7-68786525f3e9	27e73964-234d-494a-a7cd-17ab924b0d22.FPKM.txt.gz	8aaacec1fc8002b993a4640e3d75f621	514236	validated
3473f315-7848-4aa3-9128-dbe6c1bc533c	559db677-cb27-4001-8687-b214da8ebb9b.FPKM.txt.gz	b98f828b8d1ce31b2ac68153fb6754a5	534829	validated
749c4cef-dd61-485e-9d87-5502a6eefab8	21c512f3-caf9-4854-86ec-93241d529ca0.FPKM.txt.gz	e4bc17ee93911f55829c242fa1c6c357	616436	validated
7f3c86bc-4ee0-4b5e-8940-14720a3323e0	1fa9dd31-dda6-4598-8a67-c20e4d415c6a.FPKM.txt.gz	84135b602ffbafa7617f29df5eb5e3c9	589022	validated
