ENSG00000169242	9.94337475315754e-20
ENSG00000147123	9.65035733459834e-20
ENSG00000123636	9.39840627256333e-20
ENSG00000172869	9.11612482316628e-20
ENSG00000120992	9.07869675048838e-20
ENSG00000148459	8.90421832061238e-20
ENSG00000126460	8.84286344584661e-20
ENSG00000048162	8.47199041651458e-20
ENSG00000143375	7.97968067751077e-20
ENSG00000012211	7.66058828116225e-20
ENSG00000138495	7.46737928332064e-20
ENSG00000183072	7.4569320154083e-20
ENSG00000156831	7.14252069437777e-20
ENSG00000168924	7.09719780519901e-20
ENSG00000166037	7.05013461744323e-20
ENSG00000105549	7.00590755276804e-20
ENSG00000188257	6.8870717755845e-20
ENSG00000185621	6.85003604409944e-20
ENSG00000166535	6.78362069718307e-20
ENSG00000172354	6.76547675671372e-20
ENSG00000152240	6.74551354934442e-20
ENSG00000168434	6.53292575859166e-20
ENSG00000128271	6.38289415341784e-20
ENSG00000221867	6.34092511634287e-20
ENSG00000126467	6.24920218202575e-20
ENSG00000100804	6.23600678772969e-20
ENSG00000124733	6.15528828760589e-20
ENSG00000122025	6.1362691392399e-20
ENSG00000140798	6.05362879463818e-20
ENSG00000154040	6.04453037006035e-20
ENSG00000058262	6.02915191175479e-20
ENSG00000185359	5.98566470019725e-20
ENSG00000167889	5.89978892640732e-20
ENSG00000197822	5.78625625682282e-20
ENSG00000102030	5.76940353133316e-20
ENSG00000187595	5.75923433607457e-20
ENSG00000158560	5.49849491086574e-20
ENSG00000203879	5.48008565572388e-20
ENSG00000106348	5.38970651713386e-20
ENSG00000168569	4.98882289464262e-20
ENSG00000118160	4.93934155388194e-20
ENSG00000198681	4.90116015672224e-20
ENSG00000204967	4.78668187207914e-20
ENSG00000125450	4.7631135957021e-20
ENSG00000027847	4.6384389531691e-20
ENSG00000163611	4.34055628461317e-20
ENSG00000146540	4.27223455065547e-20
ENSG00000160214	4.2715622800606e-20
ENSG00000001617	4.05184141122757e-20
ENSG00000149658	3.91158975632715e-20
ENSG00000171729	3.73573211113104e-20
ENSG00000165282	3.61032762471976e-20
ENSG00000178096	3.58019823791737e-20
ENSG00000120539	3.54384218797172e-20
ENSG00000189001	3.48120028120547e-20
ENSG00000163170	3.46487300113305e-20
ENSG00000143727	3.37000111666491e-20
ENSG00000162755	3.33903422956302e-20
ENSG00000133703	3.31050766202294e-20
ENSG00000148334	3.24367172498773e-20
ENSG00000090470	3.22092222130484e-20
ENSG00000148848	3.20004036806766e-20
ENSG00000180900	3.15394757615135e-20
ENSG00000147894	3.07418918087192e-20
ENSG00000156127	2.98329446319981e-20
ENSG00000100116	2.89191624273427e-20
ENSG00000010803	2.88440774271346e-20
ENSG00000136240	2.61749516317866e-20
ENSG00000241553	2.61649437365604e-20
ENSG00000065150	2.57849460607489e-20
ENSG00000167123	2.56061556470519e-20
ENSG00000138755	2.43276160306509e-20
ENSG00000137161	2.33959693240053e-20
ENSG00000089094	2.26850453742756e-20
ENSG00000132330	2.26281707205223e-20
ENSG00000133121	2.25643908865334e-20
ENSG00000106785	2.22019426512189e-20
ENSG00000064652	2.18882482933475e-20
ENSG00000144036	2.14118999995574e-20
ENSG00000111696	2.11570542088793e-20
ENSG00000150753	2.07655625191812e-20
ENSG00000124107	2.06985643496982e-20
