ENSG00000147689	452
ENSG00000183010	442
ENSG00000175832	408
ENSG00000258947	359
ENSG00000179913	354
ENSG00000142273	352
ENSG00000143320	348
ENSG00000164093	346
ENSG00000169856	345
ENSG00000143590	343
ENSG00000131747	342
ENSG00000066279	336
ENSG00000114631	334
ENSG00000011426	332
ENSG00000174371	329
ENSG00000090889	328
ENSG00000117724	325
ENSG00000118193	324
ENSG00000077152	323
ENSG00000186871	319
ENSG00000094804	319
ENSG00000144452	318
ENSG00000117650	316
ENSG00000101003	309
ENSG00000197930	309
ENSG00000166923	308
ENSG00000160957	308
ENSG00000165304	308
ENSG00000175063	304
ENSG00000143228	304
ENSG00000183856	303
ENSG00000196584	302
ENSG00000158402	301
ENSG00000019186	299
ENSG00000024526	299
ENSG00000166123	298
ENSG00000065328	294
ENSG00000088325	293
ENSG00000115163	290
ENSG00000076382	288
ENSG00000061656	287
ENSG00000135451	287
ENSG00000137825	287
ENSG00000123485	285
ENSG00000172927	285
ENSG00000106089	282
ENSG00000137807	282
ENSG00000138180	281
ENSG00000110492	277
ENSG00000102384	276
ENSG00000278023	276
ENSG00000126787	276
ENSG00000109674	275
ENSG00000127928	275
ENSG00000128050	274
ENSG00000029993	274
ENSG00000089685	274
ENSG00000085999	274
ENSG00000114346	273
ENSG00000080031	272
ENSG00000101210	272
ENSG00000135052	272
ENSG00000135069	271
ENSG00000112742	271
ENSG00000035499	267
ENSG00000149554	267
ENSG00000165474	264
ENSG00000103269	264
ENSG00000134057	262
ENSG00000008300	262
ENSG00000142945	260
ENSG00000186185	259
ENSG00000276043	257
ENSG00000198554	256
ENSG00000079462	255
ENSG00000188761	255
ENSG00000112984	254
ENSG00000158125	254
ENSG00000128059	253
ENSG00000165905	253
ENSG00000117394	251
ENSG00000165480	251
ENSG00000111206	249
ENSG00000080986	249
ENSG00000198901	248
ENSG00000140534	248
ENSG00000123473	246
ENSG00000182272	244
ENSG00000136492	242
ENSG00000154040	240
ENSG00000154920	239
ENSG00000156970	238
ENSG00000096063	238
ENSG00000138160	238
ENSG00000070182	237
ENSG00000104738	237
ENSG00000138778	236
ENSG00000143324	236
ENSG00000146918	235
ENSG00000123364	234
ENSG00000163468	232
ENSG00000155660	232
ENSG00000051341	232
ENSG00000183048	232
ENSG00000105613	232
ENSG00000091651	230
ENSG00000160688	230
ENSG00000167964	229
ENSG00000162482	228
ENSG00000111665	227
ENSG00000124602	227
ENSG00000169750	225
ENSG00000124664	225
ENSG00000117399	223
ENSG00000169258	222
ENSG00000143512	222
ENSG00000148344	222
ENSG00000122952	220
ENSG00000093009	219
ENSG00000099617	217
ENSG00000198753	217
