u	v	score
ENSG00000004866	ENSG00000168843	0.8519514120469506
ENSG00000004866	ENSG00000170049	0.7011070658044641
ENSG00000004866	ENSG00000171956	0.8606731839740287
ENSG00000004866	ENSG00000177034	0.7674525152357411
ENSG00000004866	ENSG00000177243	0.8089272688137726
ENSG00000004866	ENSG00000178394	0.8970819332404206
ENSG00000004866	ENSG00000188517	0.864395285682458
ENSG00000004866	ENSG00000273703	0.8717136265855219
ENSG00000004866	ENSG00000279116	0.8865047756036338
ENSG00000004866	ENSG00000279486	0.7536992478678677
ENSG00000004939	ENSG00000169877	0.8193390623455067
ENSG00000004961	ENSG00000087842	0.7250911608303969
ENSG00000004975	ENSG00000170037	0.7270227513326033
ENSG00000004975	ENSG00000215041	0.7160962700833546
ENSG00000005075	ENSG00000064490	0.7071591915480541
ENSG00000005075	ENSG00000099385	0.7527074441525982
ENSG00000005075	ENSG00000099795	0.7348746563791387
ENSG00000005075	ENSG00000103363	0.7567049715569053
ENSG00000005075	ENSG00000104979	0.7133640412723851
ENSG00000005075	ENSG00000105258	0.7117874181168311
ENSG00000005075	ENSG00000106400	0.8707239411746104
ENSG00000005075	ENSG00000130332	0.7145545224871974
ENSG00000005075	ENSG00000135441	0.7481814488209512
ENSG00000005075	ENSG00000135940	0.7024242458958415
ENSG00000005075	ENSG00000140264	0.7004138085479831
ENSG00000005075	ENSG00000157778	0.7146259357451022
ENSG00000005075	ENSG00000160813	0.8210720134610909
ENSG00000005075	ENSG00000160993	0.7284947274895518
ENSG00000005075	ENSG00000162910	0.7597732929472683
ENSG00000005075	ENSG00000164896	0.7433876717379323
ENSG00000005075	ENSG00000164897	0.7316441525222255
ENSG00000005075	ENSG00000168090	0.7235608717719505
ENSG00000005075	ENSG00000169020	0.7201071983911536
ENSG00000005075	ENSG00000174886	0.7569265638398497
ENSG00000005075	ENSG00000179085	0.727816212708202
ENSG00000005075	ENSG00000179271	0.7193593134617191
ENSG00000005075	ENSG00000186010	0.7352301166737812
ENSG00000005075	ENSG00000198258	0.7030522315967485
ENSG00000005075	ENSG00000204435	0.7076505045672625
ENSG00000005075	ENSG00000241468	0.7684594159315912
ENSG00000005100	ENSG00000167721	0.7059725243378491
ENSG00000005102	ENSG00000213088	0.7033661273220383
ENSG00000005156	ENSG00000092871	0.7203657971416275
ENSG00000005187	ENSG00000227471	0.8216627854572692
ENSG00000005194	ENSG00000088682	0.8504408239942446
ENSG00000005194	ENSG00000102900	0.7499939444871361
ENSG00000005194	ENSG00000102978	0.8218855790072358
ENSG00000005243	ENSG00000172638	0.7576148900092918
ENSG00000005339	ENSG00000080603	0.7085278978361426
ENSG00000005339	ENSG00000090905	0.7206373522933759
ENSG00000005339	ENSG00000140987	0.7023095306444987
ENSG00000005339	ENSG00000157106	0.7165797004326023
ENSG00000005339	ENSG00000166783	0.7653213985336743
ENSG00000005339	ENSG00000167978	0.7468717445711388
ENSG00000005483	ENSG00000038219	0.712684341396869
ENSG00000005483	ENSG00000055609	0.7858893973110544
ENSG00000005483	ENSG00000102908	0.7209570869686704
ENSG00000005483	ENSG00000116539	0.7060383902399832
ENSG00000005483	ENSG00000118058	0.741453521987072
ENSG00000005483	ENSG00000123636	0.7322870200823476
ENSG00000005483	ENSG00000157741	0.7131653413113744
ENSG00000005483	ENSG00000162924	0.7123252229895624
ENSG00000005483	ENSG00000168769	0.7348474393010932
ENSG00000005483	ENSG00000173889	0.7253894517080528
ENSG00000005483	ENSG00000204406	0.7215547447426697
ENSG00000005810	ENSG00000107290	0.7336250055175125
ENSG00000005810	ENSG00000115020	0.7075302510624524
ENSG00000005810	ENSG00000139436	0.7065032760111953
ENSG00000005844	ENSG00000009790	0.7547488884702713
ENSG00000005844	ENSG00000010610	0.7451938488569358
ENSG00000005844	ENSG00000010671	0.8146290345405026
ENSG00000005844	ENSG00000013725	0.8472996680647816
ENSG00000005844	ENSG00000015285	0.8215895669442796
ENSG00000005844	ENSG00000028137	0.7458426788126797
ENSG00000005844	ENSG00000028277	0.7607463990272494
ENSG00000005844	ENSG00000035720	0.7340876385396456
ENSG00000005844	ENSG00000043462	0.8134498106587792
ENSG00000005844	ENSG00000049768	0.7420658504154
ENSG00000005844	ENSG00000056558	0.7707661043934751
ENSG00000005844	ENSG00000069424	0.7381108983728498
ENSG00000005844	ENSG00000072786	0.74185756793856
ENSG00000005844	ENSG00000072818	0.8134736976237029
ENSG00000005844	ENSG00000073861	0.8484428691673618
ENSG00000005844	ENSG00000075884	0.7861282550409145
ENSG00000005844	ENSG00000076662	0.8109515037779429
ENSG00000005844	ENSG00000077420	0.7629482913136821
ENSG00000005844	ENSG00000077984	0.7655335371625414
ENSG00000005844	ENSG00000079263	0.8583513334994629
ENSG00000005844	ENSG00000081237	0.8476111083768121
ENSG00000005844	ENSG00000089012	0.8633411355587085
ENSG00000005844	ENSG00000096996	0.7315308223772834
ENSG00000005844	ENSG00000100055	0.7212210887496292
ENSG00000005844	ENSG00000100351	0.8325067256002205
ENSG00000005844	ENSG00000101082	0.8366022664999875
ENSG00000005844	ENSG00000102245	0.8148859595930561
ENSG00000005844	ENSG00000102879	0.8045123170218281
ENSG00000005844	ENSG00000103522	0.817172491418854
ENSG00000005844	ENSG00000104814	0.8232786755133819
ENSG00000005844	ENSG00000105639	0.8512528087111382
ENSG00000005844	ENSG00000106560	0.7042225937659966
ENSG00000005844	ENSG00000106948	0.855027510810056
ENSG00000005844	ENSG00000107099	0.7294450368638397
ENSG00000005844	ENSG00000107742	0.7088627013361544
ENSG00000005844	ENSG00000109943	0.8526706317194593
ENSG00000005844	ENSG00000110324	0.8346031730730379
ENSG00000005844	ENSG00000110448	0.8728809515914755
ENSG00000005844	ENSG00000110848	0.7125105351303843
ENSG00000005844	ENSG00000110876	0.750885741537612
ENSG00000005844	ENSG00000110934	0.7795599023382299
ENSG00000005844	ENSG00000111679	0.7171640344239595
ENSG00000005844	ENSG00000111796	0.7174811538846936
ENSG00000005844	ENSG00000113088	0.8403614860124544
ENSG00000005844	ENSG00000113263	0.8513358882018122
ENSG00000005844	ENSG00000115085	0.8245052632412336
ENSG00000005844	ENSG00000115935	0.7566778452370779
ENSG00000005844	ENSG00000115956	0.799703269403621
ENSG00000005844	ENSG00000116824	0.8710675764108635
ENSG00000005844	ENSG00000117090	0.8690566925364993
ENSG00000005844	ENSG00000117091	0.8540841105178729
ENSG00000005844	ENSG00000117215	0.7764698613635013
ENSG00000005844	ENSG00000122224	0.8639918982023287
ENSG00000005844	ENSG00000122986	0.7683075987013697
ENSG00000005844	ENSG00000123329	0.8493534643543093
ENSG00000005844	ENSG00000123338	0.7923338062207855
ENSG00000005844	ENSG00000125735	0.7207171888282499
ENSG00000005844	ENSG00000125910	0.7483029716763389
ENSG00000005844	ENSG00000126882	0.8590626028356453
ENSG00000005844	ENSG00000128340	0.8167876212594207
ENSG00000005844	ENSG00000134516	0.8222197218201981
ENSG00000005844	ENSG00000136286	0.7869678296104916
ENSG00000005844	ENSG00000137078	0.8408026338311265
ENSG00000005844	ENSG00000137101	0.7648465371558516
ENSG00000005844	ENSG00000137841	0.7341071524187611
ENSG00000005844	ENSG00000138378	0.8133177949458136
ENSG00000005844	ENSG00000138684	0.7290581942998022
ENSG00000005844	ENSG00000138755	0.7196312319830045
ENSG00000005844	ENSG00000138964	0.7488140868042488
ENSG00000005844	ENSG00000139193	0.7619973678800674
ENSG00000005844	ENSG00000139626	0.800043197071658
ENSG00000005844	ENSG00000140368	0.7442674316779055
ENSG00000005844	ENSG00000140968	0.8098605084142756
ENSG00000005844	ENSG00000141506	0.7406430285807896
ENSG00000005844	ENSG00000141968	0.7617432548604263
ENSG00000005844	ENSG00000142347	0.7421722212132195
ENSG00000005844	ENSG00000143119	0.8458548874126467
ENSG00000005844	ENSG00000143851	0.8788925097582982
ENSG00000005844	ENSG00000145287	0.7067119027327137
ENSG00000005844	ENSG00000145649	0.7512347967083021
ENSG00000005844	ENSG00000145779	0.7338382760714836
ENSG00000005844	ENSG00000146094	0.7203396490020217
ENSG00000005844	ENSG00000146285	0.8129524330677768
ENSG00000005844	ENSG00000147168	0.8345684244033712
ENSG00000005844	ENSG00000149781	0.7315270902606761
ENSG00000005844	ENSG00000150637	0.7066635097103757
ENSG00000005844	ENSG00000151702	0.7025801426044903
ENSG00000005844	ENSG00000153283	0.8473660698938086
ENSG00000005844	ENSG00000153563	0.8142421082112334
ENSG00000005844	ENSG00000158517	0.7717438788976387
ENSG00000005844	ENSG00000160185	0.8794297961846976
ENSG00000005844	ENSG00000160219	0.7537889911155294
ENSG00000005844	ENSG00000160654	0.8736876454573216
ENSG00000005844	ENSG00000160791	0.7897741696245435
ENSG00000005844	ENSG00000160856	0.7924036280477327
ENSG00000005844	ENSG00000162676	0.7881440049171053
ENSG00000005844	ENSG00000162739	0.8756285938118457
ENSG00000005844	ENSG00000163219	0.8734020062175833
ENSG00000005844	ENSG00000163519	0.7055059615047681
ENSG00000005844	ENSG00000163564	0.8573076741432334
ENSG00000005844	ENSG00000163599	0.7688097326234221
ENSG00000005844	ENSG00000163600	0.7926617562020235
ENSG00000005844	ENSG00000163606	0.7091125233304785
ENSG00000005844	ENSG00000164483	0.8077265732275881
ENSG00000005844	ENSG00000166501	0.8524477560364725
ENSG00000005844	ENSG00000167208	0.8453761364083173
ENSG00000005844	ENSG00000167286	0.812536201804681
ENSG00000005844	ENSG00000167984	0.850175549397563
ENSG00000005844	ENSG00000168685	0.7180245742167378
ENSG00000005844	ENSG00000168918	0.7860380509055239
ENSG00000005844	ENSG00000171608	0.7772129529875574
ENSG00000005844	ENSG00000172349	0.8406277500001936
ENSG00000005844	ENSG00000172578	0.7914014910370499
ENSG00000005844	ENSG00000174123	0.7362811713840299
ENSG00000005844	ENSG00000177272	0.7149031636983633
ENSG00000005844	ENSG00000177455	0.707243393484239
ENSG00000005844	ENSG00000178199	0.7982279319010396
ENSG00000005844	ENSG00000178562	0.8274868948886483
ENSG00000005844	ENSG00000179144	0.7882478231158498
ENSG00000005844	ENSG00000179583	0.714303417019158
ENSG00000005844	ENSG00000180096	0.7749521901610087
ENSG00000005844	ENSG00000180353	0.8091920198692816
ENSG00000005844	ENSG00000180644	0.7145881503211136
ENSG00000005844	ENSG00000181847	0.8601176498593234
ENSG00000005844	ENSG00000182162	0.8192778673735174
ENSG00000005844	ENSG00000182866	0.8751731257148397
ENSG00000005844	ENSG00000183813	0.7705195650612882
ENSG00000005844	ENSG00000183918	0.8667233310584965
ENSG00000005844	ENSG00000184922	0.8274445688323127
ENSG00000005844	ENSG00000185245	0.7007466730984624
ENSG00000005844	ENSG00000185811	0.8660291674188365
ENSG00000005844	ENSG00000186265	0.8081503829606796
ENSG00000005844	ENSG00000186810	0.8422165831680664
ENSG00000005844	ENSG00000187764	0.719154816610569
ENSG00000005844	ENSG00000188389	0.779728637416147
ENSG00000005844	ENSG00000197471	0.8731232958975679
ENSG00000005844	ENSG00000198286	0.861368963461722
ENSG00000005844	ENSG00000198821	0.8566708784899412
ENSG00000005844	ENSG00000198851	0.8618322965644407
ENSG00000005844	ENSG00000213654	0.7882744735323213
ENSG00000005844	ENSG00000213809	0.7209151377399189
ENSG00000005844	ENSG00000226660	0.8160455483379189
ENSG00000005844	ENSG00000226979	0.8391858712630972
ENSG00000005844	ENSG00000239713	0.7765326669957199
ENSG00000005844	ENSG00000242574	0.7646511977012368
ENSG00000005844	ENSG00000278195	0.721476923869089
ENSG00000006116	ENSG00000105198	0.7208724156284514
ENSG00000006116	ENSG00000105392	0.7101480419207333
ENSG00000006116	ENSG00000105507	0.729278362921769
ENSG00000006116	ENSG00000106331	0.7315606023448129
ENSG00000006116	ENSG00000112038	0.7566052975433671
ENSG00000006116	ENSG00000113100	0.7393941547671502
ENSG00000006116	ENSG00000138813	0.7565195373694553
ENSG00000006116	ENSG00000147081	0.7313138530998826
ENSG00000006116	ENSG00000149133	0.729812767851909
ENSG00000006116	ENSG00000151577	0.7437546378588169
ENSG00000006116	ENSG00000154997	0.701104242093254
ENSG00000006116	ENSG00000171936	0.7073515517445931
ENSG00000006116	ENSG00000172680	0.7142178595385016
ENSG00000006116	ENSG00000179142	0.771519787720215
ENSG00000006116	ENSG00000184954	0.7294121174147205
ENSG00000006116	ENSG00000197683	0.7067572169314081
ENSG00000006116	ENSG00000228075	0.7339424465329749
ENSG00000006116	ENSG00000234829	0.7045615632178756
ENSG00000006116	ENSG00000236637	0.7189693290294425
ENSG00000006116	ENSG00000263761	0.7229722613967271
ENSG00000006194	ENSG00000103343	0.7682187561718966
ENSG00000006282	ENSG00000015532	0.7090696947291493
ENSG00000006282	ENSG00000049283	0.7461054605451761
ENSG00000006282	ENSG00000136444	0.7688844022738167
ENSG00000006611	ENSG00000095713	0.7794588585408722
ENSG00000006611	ENSG00000168484	0.8195311779621802
ENSG00000006634	ENSG00000112742	0.7353161806971223
ENSG00000006634	ENSG00000121621	0.7137109343042026
ENSG00000006634	ENSG00000123473	0.7284057285215085
ENSG00000006634	ENSG00000126787	0.7159977880468611
ENSG00000006634	ENSG00000152455	0.7056502569360581
ENSG00000006634	ENSG00000165304	0.7282099705939562
ENSG00000006634	ENSG00000186871	0.7097946689151872
ENSG00000006712	ENSG00000063322	0.7633757585242056
ENSG00000006712	ENSG00000104825	0.7028956581936892
ENSG00000006712	ENSG00000105197	0.7359240480194119
ENSG00000006712	ENSG00000176396	0.7002817145788246
ENSG00000006712	ENSG00000196235	0.7493322128355296
ENSG00000006788	ENSG00000015479	0.8176206757533704
ENSG00000006788	ENSG00000099937	0.704371432425016
ENSG00000006788	ENSG00000100490	0.7256483225853955
ENSG00000006788	ENSG00000102128	0.7976448978032142
ENSG00000006788	ENSG00000108255	0.7070687051693803
ENSG00000006788	ENSG00000109771	0.7684170269983532
ENSG00000006788	ENSG00000111837	0.7140577607317751
ENSG00000006788	ENSG00000113525	0.7940683990755811
ENSG00000006788	ENSG00000114857	0.7190360773654244
ENSG00000006788	ENSG00000114933	0.7289381838926727
ENSG00000006788	ENSG00000116703	0.7802699261272726
ENSG00000006788	ENSG00000119725	0.7587423856995144
ENSG00000006788	ENSG00000120341	0.8491538693536238
ENSG00000006788	ENSG00000126070	0.7397654276518077
ENSG00000006788	ENSG00000126861	0.7655323030071123
ENSG00000006788	ENSG00000131503	0.7220281827431799
ENSG00000006788	ENSG00000133020	0.8261471166703905
ENSG00000006788	ENSG00000134551	0.7125440747306027
ENSG00000006788	ENSG00000137634	0.721917137788269
ENSG00000006788	ENSG00000138039	0.7098529788591297
ENSG00000006788	ENSG00000141434	0.712326135793506
ENSG00000006788	ENSG00000144426	0.7443419406577927
ENSG00000006788	ENSG00000145879	0.7373662023222421
ENSG00000006788	ENSG00000146006	0.8973277928992339
ENSG00000006788	ENSG00000147421	0.7018564380865854
ENSG00000006788	ENSG00000151687	0.7799492785558635
ENSG00000006788	ENSG00000159723	0.7171297518875954
ENSG00000006788	ENSG00000162630	0.8372637774342572
ENSG00000006788	ENSG00000163806	0.7864896099418183
ENSG00000006788	ENSG00000168148	0.7674453161239334
ENSG00000006788	ENSG00000170967	0.740031974945502
ENSG00000006788	ENSG00000171989	0.7193038845236829
ENSG00000006788	ENSG00000175106	0.757962962324252
ENSG00000006788	ENSG00000177688	0.8702151985764004
ENSG00000006788	ENSG00000181722	0.7988866492210256
ENSG00000006788	ENSG00000185674	0.7464266973361632
ENSG00000006788	ENSG00000185842	0.7185658309167348
ENSG00000006788	ENSG00000186038	0.7182140614591553
ENSG00000006788	ENSG00000188394	0.8180704609314642
ENSG00000006788	ENSG00000196689	0.7143228152426773
ENSG00000006788	ENSG00000198553	0.7979925927118691
ENSG00000006788	ENSG00000213413	0.717043585677118
ENSG00000006788	ENSG00000214413	0.7100112848559275
ENSG00000006788	ENSG00000216937	0.7799018841871368
ENSG00000006788	ENSG00000223443	0.7054470371993199
ENSG00000006788	ENSG00000242950	0.873911615368348
ENSG00000006788	ENSG00000255423	0.7904040392108921
ENSG00000006788	ENSG00000264424	0.9284344731240614
ENSG00000006788	ENSG00000277481	0.7144532450134062
ENSG00000007001	ENSG00000124827	0.7459854574292533
ENSG00000007001	ENSG00000134551	0.7164635523884718
ENSG00000007001	ENSG00000163806	0.740573954091905
ENSG00000007001	ENSG00000168263	0.7808640760569191
ENSG00000007001	ENSG00000177688	0.7149471135853619
ENSG00000007001	ENSG00000216937	0.7212589437306977
ENSG00000007080	ENSG00000053501	0.7528067319685582
ENSG00000007080	ENSG00000062582	0.7017123761762131
ENSG00000007080	ENSG00000064490	0.7837182993601068
ENSG00000007080	ENSG00000064545	0.7692130423162895
ENSG00000007080	ENSG00000071655	0.7309286918127641
ENSG00000007080	ENSG00000077463	0.7568828094275513
ENSG00000007080	ENSG00000087088	0.7322433865187681
ENSG00000007080	ENSG00000099795	0.8120961546853124
ENSG00000007080	ENSG00000099800	0.7360177564234045
ENSG00000007080	ENSG00000099804	0.7343307385057193
ENSG00000007080	ENSG00000104915	0.7094099340106171
ENSG00000007080	ENSG00000105364	0.7103515844950188
ENSG00000007080	ENSG00000105393	0.7438900487241841
ENSG00000007080	ENSG00000105401	0.7281626581107625
ENSG00000007080	ENSG00000105669	0.816172623757223
ENSG00000007080	ENSG00000105671	0.7852670512232365
