u	v
ENSG00000145675	ENSG00000100906
ENSG00000197122	ENSG00000100906
ENSG00000141510	ENSG00000100906
ENSG00000092203	ENSG00000110422
ENSG00000076604	ENSG00000108854
ENSG00000141644	ENSG00000166949
ENSG00000088986	ENSG00000100906
ENSG00000281877	ENSG00000100906
ENSG00000141644	ENSG00000110422
ENSG00000141644	ENSG00000101665
ENSG00000141644	ENSG00000113658
ENSG00000124181	ENSG00000171094
ENSG00000141644	ENSG00000120693
ENSG00000141644	ENSG00000170365
ENSG00000105639	ENSG00000171094
ENSG00000170035	ENSG00000100906
ENSG00000138757	ENSG00000100906
ENSG00000072803	ENSG00000100906
ENSG00000160691	ENSG00000171094
ENSG00000177688	ENSG00000100906
ENSG00000137193	ENSG00000137497
ENSG00000072501	ENSG00000137497
ENSG00000127337	ENSG00000137497
ENSG00000088367	ENSG00000137497
ENSG00000173273	ENSG00000137497
ENSG00000138107	ENSG00000137497
ENSG00000148082	ENSG00000171094
ENSG00000198646	ENSG00000137497
ENSG00000121957	ENSG00000137497
ENSG00000079819	ENSG00000137497
ENSG00000213639	ENSG00000157077
ENSG00000276230	ENSG00000214274
ENSG00000143799	ENSG00000109320
ENSG00000186350	ENSG00000109320
ENSG00000136810	ENSG00000109320
ENSG00000172216	ENSG00000109320
ENSG00000101412	ENSG00000109320
ENSG00000120690	ENSG00000109320
ENSG00000148400	ENSG00000109320
ENSG00000186416	ENSG00000109320
ENSG00000149948	ENSG00000109320
ENSG00000116478	ENSG00000109320
ENSG00000166888	ENSG00000109320
ENSG00000149923	ENSG00000109320
ENSG00000163435	ENSG00000109320
ENSG00000175387	ENSG00000197746
ENSG00000084676	ENSG00000109320
ENSG00000102554	ENSG00000109320
ENSG00000135723	ENSG00000184009
ENSG00000157514	ENSG00000109320
ENSG00000104365	ENSG00000109320
ENSG00000175387	ENSG00000151150
ENSG00000105887	ENSG00000109320
ENSG00000175387	ENSG00000121022
ENSG00000144802	ENSG00000109320
ENSG00000142856	ENSG00000109320
ENSG00000180772	ENSG00000135744
ENSG00000124602	ENSG00000109320
ENSG00000048649	ENSG00000109320
ENSG00000175387	ENSG00000164587
ENSG00000188021	ENSG00000196504
ENSG00000186298	ENSG00000157077
ENSG00000172053	ENSG00000120693
ENSG00000183283	ENSG00000108854
ENSG00000183283	ENSG00000157077
ENSG00000160803	ENSG00000120693
ENSG00000105568	ENSG00000166949
ENSG00000105568	ENSG00000157077
ENSG00000077942	ENSG00000141646
ENSG00000127481	ENSG00000196504
ENSG00000285182	ENSG00000196504
ENSG00000171604	ENSG00000166949
ENSG00000171604	ENSG00000113658
ENSG00000171604	ENSG00000120693
ENSG00000204941	ENSG00000196504
ENSG00000143970	ENSG00000196504
ENSG00000159140	ENSG00000196504
ENSG00000131504	ENSG00000196504
ENSG00000112200	ENSG00000196504
ENSG00000112200	ENSG00000163877
ENSG00000033030	ENSG00000196504
ENSG00000136603	ENSG00000077942
ENSG00000157514	ENSG00000077150
ENSG00000136603	ENSG00000118898
ENSG00000141480	ENSG00000144891
ENSG00000136603	ENSG00000103275
ENSG00000168398	ENSG00000144891
ENSG00000136603	ENSG00000141027
ENSG00000006062	ENSG00000077150
ENSG00000096968	ENSG00000144891
ENSG00000136603	ENSG00000143811
ENSG00000136603	ENSG00000196498
ENSG00000135018	ENSG00000196504
ENSG00000135018	ENSG00000120693
ENSG00000261371	ENSG00000196504
ENSG00000157827	ENSG00000196504
ENSG00000090470	ENSG00000196504
ENSG00000112186	ENSG00000196504
ENSG00000109689	ENSG00000196504
ENSG00000144566	ENSG00000144891
ENSG00000166949	ENSG00000162419
ENSG00000166949	ENSG00000156453
ENSG00000166949	ENSG00000120693
ENSG00000166949	ENSG00000288362
ENSG00000166949	ENSG00000143033
ENSG00000166949	ENSG00000153774
ENSG00000143190	ENSG00000173039
ENSG00000170345	ENSG00000173039
ENSG00000166949	ENSG00000105246
ENSG00000177606	ENSG00000173039
ENSG00000186951	ENSG00000173039
ENSG00000166949	ENSG00000136715
ENSG00000166949	ENSG00000116016
ENSG00000067606	ENSG00000173039
ENSG00000186350	ENSG00000173039
ENSG00000166949	ENSG00000109906
ENSG00000164362	ENSG00000173039
ENSG00000185591	ENSG00000173039
ENSG00000172216	ENSG00000173039
ENSG00000136997	ENSG00000173039
ENSG00000177674	ENSG00000144891
ENSG00000148400	ENSG00000173039
ENSG00000166949	ENSG00000095951
ENSG00000166949	ENSG00000099203
ENSG00000166949	ENSG00000110851
ENSG00000186416	ENSG00000173039
ENSG00000147133	ENSG00000173039
ENSG00000112592	ENSG00000173039
ENSG00000106546	ENSG00000173039
ENSG00000166949	ENSG00000089157
ENSG00000112658	ENSG00000173039
ENSG00000136352	ENSG00000173039
ENSG00000172757	ENSG00000124788
ENSG00000168398	ENSG00000159640
ENSG00000166949	ENSG00000164683
ENSG00000149948	ENSG00000173039
ENSG00000196498	ENSG00000173039
ENSG00000166949	ENSG00000198959
ENSG00000116478	ENSG00000173039
ENSG00000122691	ENSG00000173039
ENSG00000288516	ENSG00000173039
ENSG00000197111	ENSG00000196504
ENSG00000149923	ENSG00000173039
ENSG00000141867	ENSG00000196504
ENSG00000196083	ENSG00000196504
ENSG00000035403	ENSG00000196504
ENSG00000103275	ENSG00000196504
ENSG00000100393	ENSG00000173039
ENSG00000276495	ENSG00000173039
ENSG00000117000	ENSG00000196504
ENSG00000142798	ENSG00000196504
ENSG00000142798	ENSG00000171681
ENSG00000108946	ENSG00000196504
ENSG00000275365	ENSG00000196504
ENSG00000104365	ENSG00000173039
ENSG00000166167	ENSG00000173039
ENSG00000168056	ENSG00000196504
ENSG00000110422	ENSG00000140682
ENSG00000110422	ENSG00000285443
ENSG00000103671	ENSG00000173039
ENSG00000110422	ENSG00000196470
ENSG00000196591	ENSG00000173039
ENSG00000100784	ENSG00000173039
ENSG00000110422	ENSG00000181788
ENSG00000082175	ENSG00000173039
ENSG00000163909	ENSG00000166949
ENSG00000105887	ENSG00000173039
ENSG00000029534	ENSG00000114923
ENSG00000137947	ENSG00000173039
ENSG00000171720	ENSG00000173039
ENSG00000131788	ENSG00000173039
ENSG00000104881	ENSG00000173039
ENSG00000163909	ENSG00000120693
ENSG00000186834	ENSG00000173039
ENSG00000163481	ENSG00000173039
ENSG00000163909	ENSG00000172531
ENSG00000105755	ENSG00000173039
ENSG00000111653	ENSG00000173039
ENSG00000101255	ENSG00000173039
ENSG00000124602	ENSG00000173039
ENSG00000124198	ENSG00000196504
ENSG00000143514	ENSG00000173039
ENSG00000106290	ENSG00000173039
ENSG00000064995	ENSG00000173039
ENSG00000136807	ENSG00000173039
ENSG00000162419	ENSG00000170365
ENSG00000162419	ENSG00000163877
ENSG00000145675	ENSG00000121879
ENSG00000168496	ENSG00000135486
ENSG00000160633	ENSG00000135486
ENSG00000083312	ENSG00000135486
ENSG00000126457	ENSG00000135486
ENSG00000181163	ENSG00000111641
ENSG00000187778	ENSG00000111641
ENSG00000181163	ENSG00000115053
ENSG00000067606	ENSG00000115053
ENSG00000164362	ENSG00000115053
ENSG00000118513	ENSG00000115053
ENSG00000141510	ENSG00000115053
ENSG00000102081	ENSG00000115053
ENSG00000124214	ENSG00000115053
ENSG00000163191	ENSG00000115053
ENSG00000185697	ENSG00000115053
ENSG00000198851	ENSG00000115053
ENSG00000105963	ENSG00000115053
ENSG00000012124	ENSG00000177455
ENSG00000055332	ENSG00000181163
ENSG00000113649	ENSG00000181163
ENSG00000105369	ENSG00000177455
ENSG00000187109	ENSG00000005339
ENSG00000117322	ENSG00000177455
ENSG00000187109	ENSG00000100393
ENSG00000120885	ENSG00000174697
ENSG00000116678	ENSG00000174697
ENSG00000143799	ENSG00000143190
ENSG00000186350	ENSG00000143190
ENSG00000185591	ENSG00000143190
ENSG00000169083	ENSG00000143190
ENSG00000112592	ENSG00000143190
ENSG00000196498	ENSG00000143190
ENSG00000110777	ENSG00000143190
ENSG00000149308	ENSG00000143190
ENSG00000020426	ENSG00000143190
ENSG00000010278	ENSG00000177455
ENSG00000165684	ENSG00000143190
ENSG00000131759	ENSG00000143190
ENSG00000082175	ENSG00000143190
ENSG00000126351	ENSG00000143190
ENSG00000112592	ENSG00000028277
ENSG00000020426	ENSG00000028277
ENSG00000198218	ENSG00000171681
ENSG00000230336	ENSG00000157557
ENSG00000020426	ENSG00000230336
ENSG00000007312	ENSG00000177455
ENSG00000187140	ENSG00000230336
ENSG00000181449	ENSG00000230336
ENSG00000133169	ENSG00000254550
ENSG00000005339	ENSG00000164330
ENSG00000102935	ENSG00000164330
ENSG00000141968	ENSG00000177455
ENSG00000170027	ENSG00000152234
ENSG00000171953	ENSG00000152234
ENSG00000143322	ENSG00000167193
ENSG00000097007	ENSG00000143322
ENSG00000154556	ENSG00000143322
ENSG00000143322	ENSG00000233276
ENSG00000157557	ENSG00000134954
ENSG00000177606	ENSG00000134954
ENSG00000100030	ENSG00000134954
ENSG00000178573	ENSG00000134954
ENSG00000124813	ENSG00000134954
ENSG00000166484	ENSG00000134954
ENSG00000227046	ENSG00000134954
ENSG00000145675	ENSG00000177455
ENSG00000103275	ENSG00000134954
ENSG00000105221	ENSG00000142208
ENSG00000142208	ENSG00000132155
ENSG00000142208	ENSG00000135679
ENSG00000142208	ENSG00000196396
ENSG00000067606	ENSG00000142208
ENSG00000100721	ENSG00000142208
ENSG00000142208	ENSG00000164362
ENSG00000197122	ENSG00000142208
ENSG00000142208	ENSG00000103197
ENSG00000142208	ENSG00000107968
ENSG00000142208	ENSG00000184481
ENSG00000142208	ENSG00000101966
ENSG00000142208	ENSG00000184216
ENSG00000142208	ENSG00000169083
ENSG00000142208	ENSG00000173327
ENSG00000065675	ENSG00000142208
ENSG00000142208	ENSG00000213341
ENSG00000142208	ENSG00000111276
ENSG00000010671	ENSG00000177455
ENSG00000142208	ENSG00000164924
ENSG00000142208	ENSG00000065559
ENSG00000106070	ENSG00000142208
ENSG00000142208	ENSG00000171862
ENSG00000165025	ENSG00000177455
ENSG00000166333	ENSG00000142208
ENSG00000142208	ENSG00000197442
ENSG00000065243	ENSG00000142208
ENSG00000142208	ENSG00000118689
ENSG00000142208	ENSG00000100393
ENSG00000118898	ENSG00000142208
ENSG00000142208	ENSG00000149554
ENSG00000142208	ENSG00000002330
ENSG00000160293	ENSG00000177455
ENSG00000213231	ENSG00000142208
ENSG00000121653	ENSG00000142208
ENSG00000140992	ENSG00000142208
ENSG00000165699	ENSG00000142208
ENSG00000142208	ENSG00000033327
ENSG00000142208	ENSG00000187741
ENSG00000096384	ENSG00000142208
ENSG00000110651	ENSG00000177455
ENSG00000166971	ENSG00000142208
ENSG00000113575	ENSG00000142208
ENSG00000101255	ENSG00000142208
ENSG00000108443	ENSG00000142208
ENSG00000114554	ENSG00000142208
ENSG00000085117	ENSG00000177455
ENSG00000159445	ENSG00000142208
ENSG00000100721	ENSG00000105221
ENSG00000112186	ENSG00000184009
ENSG00000177885	ENSG00000012124
ENSG00000105221	ENSG00000213341
ENSG00000213231	ENSG00000105221
ENSG00000157500	ENSG00000105221
ENSG00000082701	ENSG00000105221
ENSG00000140992	ENSG00000105221
ENSG00000154447	ENSG00000105221
ENSG00000157554	ENSG00000157557
ENSG00000177606	ENSG00000157557
ENSG00000100393	ENSG00000157557
ENSG00000185324	ENSG00000157557
ENSG00000015171	ENSG00000157557
ENSG00000213281	ENSG00000132155
ENSG00000141968	ENSG00000132155
ENSG00000113721	ENSG00000132155
ENSG00000167085	ENSG00000132155
ENSG00000132155	ENSG00000169032
ENSG00000100030	ENSG00000132155
ENSG00000171132	ENSG00000132155
ENSG00000067606	ENSG00000132155
ENSG00000116473	ENSG00000132155
ENSG00000254087	ENSG00000012124
ENSG00000139687	ENSG00000132155
ENSG00000103479	ENSG00000132155
ENSG00000276536	ENSG00000132155
ENSG00000136997	ENSG00000132155
ENSG00000197122	ENSG00000132155
ENSG00000133818	ENSG00000132155
ENSG00000164924	ENSG00000132155
ENSG00000166913	ENSG00000132155
ENSG00000106615	ENSG00000132155
ENSG00000107262	ENSG00000132155
ENSG00000106070	ENSG00000132155
ENSG00000197442	ENSG00000132155
ENSG00000166484	ENSG00000132155
ENSG00000149269	ENSG00000132155
ENSG00000124181	ENSG00000012124
ENSG00000108061	ENSG00000132155
ENSG00000157514	ENSG00000132155
ENSG00000003402	ENSG00000132155
ENSG00000274474	ENSG00000132155
ENSG00000170027	ENSG00000132155
ENSG00000158186	ENSG00000132155
ENSG00000089220	ENSG00000132155
ENSG00000111679	ENSG00000012124
ENSG00000163468	ENSG00000132155
ENSG00000187678	ENSG00000132155
ENSG00000142675	ENSG00000132155
ENSG00000282972	ENSG00000132155
ENSG00000165025	ENSG00000012124
ENSG00000138834	ENSG00000132155
ENSG00000105197	ENSG00000132155
ENSG00000110395	ENSG00000165731
ENSG00000160691	ENSG00000012124
ENSG00000145675	ENSG00000165731
ENSG00000124181	ENSG00000165731
ENSG00000197122	ENSG00000165731
ENSG00000160691	ENSG00000165731
ENSG00000075624	ENSG00000120693
ENSG00000141738	ENSG00000165731
ENSG00000106070	ENSG00000165731
ENSG00000171119	ENSG00000165731
ENSG00000115325	ENSG00000165731
ENSG00000161203	ENSG00000012124
ENSG00000109458	ENSG00000165731
ENSG00000147443	ENSG00000165731
ENSG00000166225	ENSG00000165731
ENSG00000196923	ENSG00000165731
ENSG00000130544	ENSG00000120693
ENSG00000125170	ENSG00000165731
ENSG00000101134	ENSG00000165731
ENSG00000125868	ENSG00000120693
ENSG00000110395	ENSG00000167193
ENSG00000113721	ENSG00000167193
ENSG00000134853	ENSG00000167193
ENSG00000044524	ENSG00000167193
ENSG00000115904	ENSG00000167193
ENSG00000097007	ENSG00000167193
ENSG00000166483	ENSG00000167193
ENSG00000008056	ENSG00000167193
ENSG00000038427	ENSG00000026508
ENSG00000107263	ENSG00000167193
ENSG00000107338	ENSG00000167193
ENSG00000167193	ENSG00000169398
ENSG00000107643	ENSG00000167193
ENSG00000150760	ENSG00000167193
ENSG00000182580	ENSG00000167193
ENSG00000282928	ENSG00000167193
ENSG00000089159	ENSG00000167193
ENSG00000082898	ENSG00000167193
ENSG00000133124	ENSG00000167193
ENSG00000109458	ENSG00000167193
ENSG00000012983	ENSG00000167193
ENSG00000085832	ENSG00000167193
ENSG00000142273	ENSG00000167193
ENSG00000135407	ENSG00000167193
ENSG00000100092	ENSG00000167193
ENSG00000088538	ENSG00000167193
ENSG00000111859	ENSG00000167193
ENSG00000177301	ENSG00000288401
ENSG00000151422	ENSG00000288401
ENSG00000162512	ENSG00000288401
ENSG00000165025	ENSG00000288401
ENSG00000065534	ENSG00000288401
ENSG00000151702	ENSG00000120693
ENSG00000198561	ENSG00000288401
ENSG00000115935	ENSG00000288401
ENSG00000079805	ENSG00000288401
ENSG00000162105	ENSG00000288401
ENSG00000115091	ENSG00000288401
ENSG00000106299	ENSG00000288401
ENSG00000176105	ENSG00000182578
ENSG00000254087	ENSG00000182578
ENSG00000110395	ENSG00000182578
ENSG00000145675	ENSG00000182578
ENSG00000185338	ENSG00000182578
ENSG00000184557	ENSG00000182578
ENSG00000100351	ENSG00000182578
ENSG00000171223	ENSG00000125740
ENSG00000177606	ENSG00000157933
ENSG00000106571	ENSG00000157933
ENSG00000136603	ENSG00000157933
ENSG00000169057	ENSG00000157933
ENSG00000141027	ENSG00000157933
ENSG00000141646	ENSG00000157933
ENSG00000092820	ENSG00000026508
ENSG00000175387	ENSG00000157933
ENSG00000100603	ENSG00000157933
ENSG00000166949	ENSG00000157933
ENSG00000064393	ENSG00000157933
ENSG00000169375	ENSG00000157933
ENSG00000139687	ENSG00000135679
ENSG00000097007	ENSG00000135679
ENSG00000147133	ENSG00000135679
ENSG00000169083	ENSG00000135679
ENSG00000112592	ENSG00000135679
ENSG00000153201	ENSG00000135679
ENSG00000116478	ENSG00000135679
ENSG00000074319	ENSG00000135679
ENSG00000113328	ENSG00000135679
ENSG00000116030	ENSG00000135679
ENSG00000113070	ENSG00000026508
ENSG00000078900	ENSG00000135679
ENSG00000100393	ENSG00000135679
ENSG00000198625	ENSG00000135679
ENSG00000100644	ENSG00000135679
ENSG00000122406	ENSG00000135679
ENSG00000133961	ENSG00000135679
ENSG00000114166	ENSG00000135679
ENSG00000255302	ENSG00000135679
ENSG00000142676	ENSG00000135679
ENSG00000172167	ENSG00000135679
ENSG00000121879	ENSG00000213281
ENSG00000108061	ENSG00000213281
ENSG00000266094	ENSG00000213281
ENSG00000007908	ENSG00000026508
ENSG00000177606	ENSG00000170345
ENSG00000130522	ENSG00000170345
ENSG00000100030	ENSG00000170345
ENSG00000178573	ENSG00000170345
ENSG00000188342	ENSG00000170345
ENSG00000100219	ENSG00000170345
ENSG00000146648	ENSG00000026508
ENSG00000147133	ENSG00000170345
ENSG00000112592	ENSG00000170345
ENSG00000124813	ENSG00000170345
ENSG00000105698	ENSG00000170345
ENSG00000196498	ENSG00000170345
ENSG00000087191	ENSG00000170345
ENSG00000138685	ENSG00000026508
ENSG00000084676	ENSG00000170345
ENSG00000157514	ENSG00000170345
ENSG00000156127	ENSG00000170345
ENSG00000188986	ENSG00000170345
ENSG00000010810	ENSG00000026508
ENSG00000108854	ENSG00000113658
ENSG00000104332	ENSG00000125084
ENSG00000235107	ENSG00000168283
ENSG00000169016	ENSG00000168283
ENSG00000121481	ENSG00000168283
ENSG00000134686	ENSG00000168283
ENSG00000019582	ENSG00000026508
ENSG00000109906	ENSG00000168283
ENSG00000141570	ENSG00000168283
ENSG00000111752	ENSG00000168283
ENSG00000123609	ENSG00000134323
ENSG00000110395	ENSG00000105976
ENSG00000146674	ENSG00000026508
ENSG00000179295	ENSG00000105976
ENSG00000197122	ENSG00000105976
ENSG00000160691	ENSG00000105976
ENSG00000164050	ENSG00000105976
ENSG00000174842	ENSG00000105976
ENSG00000010017	ENSG00000105976
ENSG00000185359	ENSG00000105976
ENSG00000105976	ENSG00000109458
ENSG00000141084	ENSG00000105976
ENSG00000182866	ENSG00000026508
ENSG00000014257	ENSG00000141736
ENSG00000145675	ENSG00000141736
ENSG00000124181	ENSG00000141736
ENSG00000173801	ENSG00000141736
ENSG00000197122	ENSG00000141736
ENSG00000065361	ENSG00000141736
ENSG00000166598	ENSG00000141736
ENSG00000007264	ENSG00000141736
ENSG00000160691	ENSG00000141736
ENSG00000134352	ENSG00000141736
ENSG00000169398	ENSG00000141736
ENSG00000120899	ENSG00000141736
ENSG00000012048	ENSG00000095002
ENSG00000012048	ENSG00000116062
ENSG00000166794	ENSG00000164615
ENSG00000116329	ENSG00000198932
ENSG00000197879	ENSG00000110395
ENSG00000163950	ENSG00000104626
ENSG00000114125	ENSG00000139842
ENSG00000223496	ENSG00000171311
ENSG00000175602	ENSG00000176896
ENSG00000127191	ENSG00000176896
ENSG00000232839	ENSG00000165886
ENSG00000197275	ENSG00000266714
ENSG00000197275	ENSG00000176896
ENSG00000185247	ENSG00000176896
ENSG00000101004	ENSG00000176896
ENSG00000164109	ENSG00000002822
ENSG00000079102	ENSG00000078699
ENSG00000184470	ENSG00000165916
ENSG00000288407	ENSG00000160062
ENSG00000048540	ENSG00000160062
ENSG00000161203	ENSG00000160062
ENSG00000129245	ENSG00000160062
ENSG00000072201	ENSG00000160062
ENSG00000051128	ENSG00000075539
ENSG00000004975	ENSG00000160062
ENSG00000158805	ENSG00000160062
ENSG00000114107	ENSG00000160062
ENSG00000072958	ENSG00000160062
ENSG00000134287	ENSG00000100083
ENSG00000134287	ENSG00000125447
ENSG00000165240	ENSG00000173221
ENSG00000123191	ENSG00000173221
ENSG00000122861	ENSG00000135919
ENSG00000258643	ENSG00000141682
ENSG00000143384	ENSG00000135116
ENSG00000142937	ENSG00000119772
ENSG00000102898	ENSG00000124789
ENSG00000167842	ENSG00000161888
ENSG00000167842	ENSG00000277909
ENSG00000167842	ENSG00000143228
ENSG00000146648	ENSG00000131171
ENSG00000146648	ENSG00000103653
ENSG00000141736	ENSG00000131171
ENSG00000065361	ENSG00000103653
ENSG00000178568	ENSG00000179295
ENSG00000178568	ENSG00000158092
ENSG00000167987	ENSG00000285339
ENSG00000145242	ENSG00000168610
ENSG00000173166	ENSG00000154380
ENSG00000173166	ENSG00000125753
ENSG00000186575	ENSG00000118579
ENSG00000109906	ENSG00000196591
ENSG00000109906	ENSG00000171720
ENSG00000088832	ENSG00000141564
ENSG00000067715	ENSG00000229432
ENSG00000067715	ENSG00000122012
ENSG00000229432	ENSG00000185518
ENSG00000140557	ENSG00000229432
ENSG00000113649	ENSG00000170606
ENSG00000113649	ENSG00000100888
ENSG00000170948	ENSG00000116478
ENSG00000170948	ENSG00000196591
ENSG00000170948	ENSG00000102054
ENSG00000170948	ENSG00000162521
ENSG00000170948	ENSG00000182979
ENSG00000170948	ENSG00000149480
ENSG00000170948	ENSG00000169375
ENSG00000170948	ENSG00000170004
ENSG00000134308	ENSG00000160741
ENSG00000075856	ENSG00000130332
ENSG00000075856	ENSG00000136875
ENSG00000169217	ENSG00000144028
ENSG00000169217	ENSG00000274442
ENSG00000165527	ENSG00000138095
ENSG00000288210	ENSG00000285248
ENSG00000136279	ENSG00000128731
ENSG00000060688	ENSG00000274442
ENSG00000288210	ENSG00000140326
ENSG00000169217	ENSG00000108883
ENSG00000119953	ENSG00000189091
ENSG00000175575	ENSG00000175166
ENSG00000060688	ENSG00000144028
ENSG00000159388	ENSG00000125107
ENSG00000185627	ENSG00000175166
ENSG00000263528	ENSG00000134318
ENSG00000170027	ENSG00000075539
ENSG00000205937	ENSG00000144028
ENSG00000151876	ENSG00000055130
ENSG00000185627	ENSG00000173692
ENSG00000147509	ENSG00000276262
ENSG00000163636	ENSG00000173692
ENSG00000197448	ENSG00000138095
ENSG00000114784	ENSG00000107581
ENSG00000039650	ENSG00000174405
ENSG00000101843	ENSG00000173692
ENSG00000145782	ENSG00000174953
ENSG00000175575	ENSG00000108344
ENSG00000089693	ENSG00000155229
ENSG00000114383	ENSG00000164070
ENSG00000140368	ENSG00000079459
ENSG00000163636	ENSG00000175166
ENSG00000099399	ENSG00000187555
ENSG00000171444	ENSG00000141367
ENSG00000082701	ENSG00000179409
ENSG00000162836	ENSG00000166333
ENSG00000101843	ENSG00000175166
ENSG00000185627	ENSG00000108671
ENSG00000175575	ENSG00000087191
ENSG00000039650	ENSG00000005156
ENSG00000273936	ENSG00000136731
ENSG00000168961	ENSG00000168036
ENSG00000205937	ENSG00000179409
ENSG00000115239	ENSG00000166266
ENSG00000103275	ENSG00000142230
ENSG00000101782	ENSG00000183207
ENSG00000136213	ENSG00000136731
ENSG00000125835	ENSG00000274442
ENSG00000101843	ENSG00000108671
ENSG00000101158	ENSG00000114867
ENSG00000101210	ENSG00000231116
ENSG00000156976	ENSG00000107581
ENSG00000175575	ENSG00000161618
ENSG00000140368	ENSG00000100316
ENSG00000205937	ENSG00000128585
ENSG00000170027	ENSG00000126214
ENSG00000274081	ENSG00000116747
ENSG00000143499	ENSG00000082701
ENSG00000105854	ENSG00000183207
ENSG00000175575	ENSG00000173692
ENSG00000101843	ENSG00000087191
ENSG00000165527	ENSG00000140575
ENSG00000102572	ENSG00000115808
ENSG00000169217	ENSG00000174243
ENSG00000165527	ENSG00000197102
ENSG00000010256	ENSG00000183207
ENSG00000105612	ENSG00000183207
ENSG00000175575	ENSG00000023697
ENSG00000163636	ENSG00000197170
ENSG00000171566	ENSG00000110107
ENSG00000281221	ENSG00000175166
ENSG00000171444	ENSG00000115808
ENSG00000042753	ENSG00000138030
ENSG00000171444	ENSG00000102572
ENSG00000129255	ENSG00000123562
ENSG00000166913	ENSG00000179134
ENSG00000107581	ENSG00000100129
ENSG00000134086	ENSG00000135932
ENSG00000114784	ENSG00000100129
ENSG00000149923	ENSG00000100796
ENSG00000185627	ENSG00000165916
ENSG00000136279	ENSG00000288325
ENSG00000125835	ENSG00000144028
ENSG00000111725	ENSG00000104812
ENSG00000185627	ENSG00000108344
ENSG00000087077	ENSG00000185624
ENSG00000163636	ENSG00000185627
ENSG00000101210	ENSG00000273594
ENSG00000263528	ENSG00000141367
ENSG00000185627	ENSG00000100764
ENSG00000205937	ENSG00000274442
ENSG00000102572	ENSG00000196792
ENSG00000242372	ENSG00000107949
ENSG00000156976	ENSG00000150593
ENSG00000156976	ENSG00000185624
ENSG00000034713	ENSG00000167378
ENSG00000204498	ENSG00000179409
ENSG00000205937	ENSG00000108883
ENSG00000133627	ENSG00000163466
ENSG00000205937	ENSG00000146963
ENSG00000134086	ENSG00000140682
ENSG00000136271	ENSG00000132382
ENSG00000156976	ENSG00000100129
ENSG00000119953	ENSG00000087365
ENSG00000178585	ENSG00000170266
ENSG00000205937	ENSG00000112739
ENSG00000274081	ENSG00000138430
ENSG00000165527	ENSG00000136813
ENSG00000213639	ENSG00000115685
ENSG00000263528	ENSG00000138095
ENSG00000140368	ENSG00000138363
ENSG00000117399	ENSG00000135443
ENSG00000119408	ENSG00000149499
ENSG00000185627	ENSG00000281221
ENSG00000101843	ENSG00000100764
ENSG00000143499	ENSG00000082397
ENSG00000274081	ENSG00000138385
ENSG00000263528	ENSG00000133059
ENSG00000242689	ENSG00000115661
ENSG00000185627	ENSG00000161057
ENSG00000101843	ENSG00000147443
ENSG00000133627	ENSG00000241685
ENSG00000204498	ENSG00000175110
ENSG00000184007	ENSG00000168763
ENSG00000114784	ENSG00000149100
ENSG00000163636	ENSG00000108671
ENSG00000119953	ENSG00000100316
ENSG00000205937	ENSG00000196504
ENSG00000141480	ENSG00000166197
ENSG00000138032	ENSG00000172575
ENSG00000171444	ENSG00000196792
ENSG00000102572	ENSG00000105568
ENSG00000101017	ENSG00000136731
ENSG00000163636	ENSG00000108344
ENSG00000275575	ENSG00000285248
ENSG00000107984	ENSG00000102879
ENSG00000119953	ENSG00000167721
ENSG00000082701	ENSG00000064703
ENSG00000163636	ENSG00000100764
ENSG00000101843	ENSG00000108344
ENSG00000068323	ENSG00000085662
ENSG00000068323	ENSG00000141367
ENSG00000149923	ENSG00000143155
ENSG00000101843	ENSG00000165916
ENSG00000103507	ENSG00000135932
ENSG00000275575	ENSG00000124571
ENSG00000166913	ENSG00000138592
ENSG00000263528	ENSG00000136628
ENSG00000051180	ENSG00000135932
ENSG00000215021	ENSG00000168036
ENSG00000137486	ENSG00000138030
ENSG00000187840	ENSG00000130560
ENSG00000114784	ENSG00000175390
ENSG00000163636	ENSG00000161057
ENSG00000163636	ENSG00000165916
ENSG00000145779	ENSG00000184007
ENSG00000134480	ENSG00000020426
ENSG00000164924	ENSG00000179134
ENSG00000108094	ENSG00000185624
ENSG00000079459	ENSG00000284901
ENSG00000060688	ENSG00000108883
ENSG00000141480	ENSG00000070814
ENSG00000197448	ENSG00000124571
ENSG00000068323	ENSG00000215021
ENSG00000205937	ENSG00000064703
ENSG00000166333	ENSG00000119285
ENSG00000154237	ENSG00000130669
ENSG00000125844	ENSG00000125868
ENSG00000171444	ENSG00000090372
ENSG00000170027	ENSG00000137171
ENSG00000114784	ENSG00000100353
ENSG00000107581	ENSG00000104408
ENSG00000213639	ENSG00000058272
ENSG00000068323	ENSG00000131473
ENSG00000169714	ENSG00000159217
ENSG00000156976	ENSG00000100353
ENSG00000165527	ENSG00000134684
ENSG00000156976	ENSG00000147677
ENSG00000175575	ENSG00000165916
ENSG00000205937	ENSG00000119707
ENSG00000133627	ENSG00000138071
ENSG00000281221	ENSG00000173692
ENSG00000030110	ENSG00000075539
ENSG00000088986	ENSG00000077380
ENSG00000275575	ENSG00000138095
ENSG00000161960	ENSG00000150593
ENSG00000165912	ENSG00000068976
ENSG00000185627	ENSG00000087191
ENSG00000145782	ENSG00000164164
ENSG00000102804	ENSG00000197448
ENSG00000137486	ENSG00000166197
ENSG00000145220	ENSG00000198242
ENSG00000163815	ENSG00000134996
