u	v
ENSG00000164916	ENSG00000139687
ENSG00000164916	ENSG00000080839
ENSG00000164916	ENSG00000103479
ENSG00000166816	ENSG00000105705
ENSG00000151849	ENSG00000176531
ENSG00000147403	ENSG00000123352
ENSG00000177606	ENSG00000204084
ENSG00000113758	ENSG00000107863
ENSG00000132964	ENSG00000165494
ENSG00000179772	ENSG00000054598
ENSG00000281277	ENSG00000125952
ENSG00000126012	ENSG00000092203
ENSG00000169359	ENSG00000132849
ENSG00000164736	ENSG00000117395
ENSG00000168778	ENSG00000118363
ENSG00000128731	ENSG00000087086
ENSG00000129250	ENSG00000143493
ENSG00000122008	ENSG00000145216
ENSG00000205937	ENSG00000118965
ENSG00000122257	ENSG00000141510
ENSG00000011426	ENSG00000122966
ENSG00000168259	ENSG00000129933
ENSG00000100345	ENSG00000172725
ENSG00000054598	ENSG00000153560
ENSG00000109171	ENSG00000173020
ENSG00000145817	ENSG00000241837
ENSG00000196535	ENSG00000154556
ENSG00000136997	ENSG00000196950
ENSG00000181852	ENSG00000038532
ENSG00000184743	ENSG00000262473
ENSG00000100345	ENSG00000140416
ENSG00000100345	ENSG00000198467
ENSG00000088986	ENSG00000114302
ENSG00000100345	ENSG00000143549
ENSG00000138160	ENSG00000125971
ENSG00000127337	ENSG00000198793
ENSG00000124789	ENSG00000184661
ENSG00000100345	ENSG00000109079
ENSG00000145817	ENSG00000110955
ENSG00000169851	ENSG00000135837
ENSG00000132964	ENSG00000239857
ENSG00000147224	ENSG00000003096
ENSG00000100345	ENSG00000136842
ENSG00000125743	ENSG00000143977
ENSG00000113758	ENSG00000136842
ENSG00000011426	ENSG00000100106
ENSG00000070770	ENSG00000134755
ENSG00000104412	ENSG00000125686
ENSG00000129514	ENSG00000119042
ENSG00000122958	ENSG00000143493
ENSG00000126215	ENSG00000115524
ENSG00000054598	ENSG00000231116
ENSG00000196141	ENSG00000119335
ENSG00000104671	ENSG00000166847
ENSG00000178896	ENSG00000175581
ENSG00000141736	ENSG00000173083
ENSG00000164379	ENSG00000138768
ENSG00000120802	ENSG00000125844
ENSG00000079616	ENSG00000147679
ENSG00000164379	ENSG00000087269
ENSG00000164379	ENSG00000137996
ENSG00000104412	ENSG00000070501
ENSG00000111596	ENSG00000013573
ENSG00000128731	ENSG00000167996
ENSG00000147403	ENSG00000108654
ENSG00000147403	ENSG00000079785
ENSG00000138160	ENSG00000176915
ENSG00000147403	ENSG00000135829
ENSG00000147403	ENSG00000104325
ENSG00000136875	ENSG00000105401
ENSG00000120251	ENSG00000196313
ENSG00000060566	ENSG00000166167
ENSG00000139116	ENSG00000166197
ENSG00000168259	ENSG00000197969
ENSG00000136937	ENSG00000137713
ENSG00000181852	ENSG00000145911
ENSG00000142945	ENSG00000135476
ENSG00000100296	ENSG00000122068
ENSG00000169359	ENSG00000134255
ENSG00000171992	ENSG00000273594
ENSG00000170802	ENSG00000099341
ENSG00000100296	ENSG00000100227
ENSG00000163558	ENSG00000120539
ENSG00000126215	ENSG00000127481
ENSG00000126215	ENSG00000151503
ENSG00000011426	ENSG00000171992
ENSG00000151929	ENSG00000087365
ENSG00000169359	ENSG00000169371
ENSG00000174799	ENSG00000107816
ENSG00000164379	ENSG00000134684
ENSG00000176165	ENSG00000153147
ENSG00000182175	ENSG00000163611
ENSG00000108298	ENSG00000108107
ENSG00000122952	ENSG00000285248
ENSG00000151929	ENSG00000101680
ENSG00000116918	ENSG00000114416
ENSG00000112984	ENSG00000141644
ENSG00000109534	ENSG00000163631
ENSG00000171992	ENSG00000046604
ENSG00000142945	ENSG00000164023
ENSG00000072518	ENSG00000154001
ENSG00000127337	ENSG00000144554
ENSG00000145817	ENSG00000064545
ENSG00000072518	ENSG00000105568
ENSG00000140575	ENSG00000058272
ENSG00000116918	ENSG00000197976
ENSG00000140575	ENSG00000077157
ENSG00000140575	ENSG00000157483
ENSG00000140575	ENSG00000197535
ENSG00000140575	ENSG00000197879
ENSG00000140575	ENSG00000167306
ENSG00000140575	ENSG00000092841
ENSG00000070831	ENSG00000122642
ENSG00000115355	ENSG00000135046
ENSG00000077721	ENSG00000176407
ENSG00000132383	ENSG00000113360
ENSG00000198898	ENSG00000170264
ENSG00000132912	ENSG00000204843
ENSG00000240563	ENSG00000068654
ENSG00000114861	ENSG00000131778
ENSG00000164296	ENSG00000102316
ENSG00000145817	ENSG00000152234
ENSG00000145817	ENSG00000163399
ENSG00000164379	ENSG00000153147
ENSG00000164924	ENSG00000183530
ENSG00000169359	ENSG00000113522
ENSG00000126012	ENSG00000166716
ENSG00000052723	ENSG00000113312
ENSG00000106462	ENSG00000137942
ENSG00000100345	ENSG00000107863
ENSG00000141582	ENSG00000198498
ENSG00000114354	ENSG00000167863
ENSG00000049246	ENSG00000105778
ENSG00000102882	ENSG00000131981
ENSG00000136897	ENSG00000100139
ENSG00000158321	ENSG00000168916
ENSG00000172197	ENSG00000123684
ENSG00000077348	ENSG00000130119
ENSG00000125676	ENSG00000148660
ENSG00000137171	ENSG00000114491
ENSG00000169851	ENSG00000118777
ENSG00000121152	ENSG00000174996
ENSG00000141582	ENSG00000154059
ENSG00000171992	ENSG00000161714
ENSG00000196535	ENSG00000107816
ENSG00000196628	ENSG00000055163
ENSG00000100142	ENSG00000100106
ENSG00000102096	ENSG00000132773
ENSG00000171992	ENSG00000167657
ENSG00000171992	ENSG00000153071
ENSG00000120738	ENSG00000075426
ENSG00000137171	ENSG00000106665
ENSG00000108424	ENSG00000169629
ENSG00000115163	ENSG00000102144
ENSG00000138071	ENSG00000096433
ENSG00000121931	ENSG00000103248
ENSG00000082516	ENSG00000136810
ENSG00000172197	ENSG00000136111
ENSG00000103275	ENSG00000204138
ENSG00000100345	ENSG00000243156
ENSG00000172197	ENSG00000282838
ENSG00000072506	ENSG00000130204
ENSG00000114744	ENSG00000170619
ENSG00000088325	ENSG00000196526
ENSG00000145817	ENSG00000196199
ENSG00000126215	ENSG00000081154
ENSG00000140575	ENSG00000128641
ENSG00000138160	ENSG00000038358
ENSG00000281277	ENSG00000116120
ENSG00000278372	ENSG00000158985
ENSG00000184743	ENSG00000105379
ENSG00000100345	ENSG00000106789
ENSG00000281277	ENSG00000094631
ENSG00000013810	ENSG00000189057
ENSG00000284915	ENSG00000149231
ENSG00000099875	ENSG00000135655
ENSG00000164379	ENSG00000072501
ENSG00000075785	ENSG00000103335
ENSG00000075785	ENSG00000182149
ENSG00000075785	ENSG00000110917
ENSG00000151466	ENSG00000173163
ENSG00000198898	ENSG00000108819
ENSG00000125633	ENSG00000198862
ENSG00000104412	ENSG00000035928
ENSG00000196923	ENSG00000196961
ENSG00000203879	ENSG00000187240
ENSG00000198898	ENSG00000138347
ENSG00000089289	ENSG00000133961
ENSG00000086758	ENSG00000185379
ENSG00000198898	ENSG00000176014
ENSG00000171992	ENSG00000151292
ENSG00000126215	ENSG00000142552
ENSG00000126945	ENSG00000283781
ENSG00000169359	ENSG00000143575
ENSG00000164379	ENSG00000125755
ENSG00000068796	ENSG00000160183
ENSG00000151929	ENSG00000241685
ENSG00000001626	ENSG00000196586
ENSG00000172197	ENSG00000113282
ENSG00000140575	ENSG00000136153
ENSG00000221914	ENSG00000076053
ENSG00000130830	ENSG00000145414
ENSG00000215305	ENSG00000103067
ENSG00000164916	ENSG00000044446
ENSG00000166477	ENSG00000170364
ENSG00000124789	ENSG00000205339
ENSG00000171992	ENSG00000135678
ENSG00000121152	ENSG00000130695
ENSG00000134243	ENSG00000135114
ENSG00000139218	ENSG00000128159
ENSG00000090621	ENSG00000131238
ENSG00000147403	ENSG00000111361
ENSG00000104177	ENSG00000132589
ENSG00000147403	ENSG00000173674
ENSG00000106462	ENSG00000125633
ENSG00000276725	ENSG00000142945
ENSG00000104695	ENSG00000104983
ENSG00000116918	ENSG00000088986
ENSG00000100345	ENSG00000169641
ENSG00000183770	ENSG00000099899
ENSG00000137822	ENSG00000128159
ENSG00000284915	ENSG00000179562
ENSG00000181852	ENSG00000074054
ENSG00000114859	ENSG00000155329
ENSG00000170802	ENSG00000288283
ENSG00000142945	ENSG00000196220
ENSG00000284096	ENSG00000077380
ENSG00000176165	ENSG00000107862
ENSG00000116918	ENSG00000258429
ENSG00000164379	ENSG00000114416
ENSG00000172197	ENSG00000099797
ENSG00000145817	ENSG00000143183
ENSG00000281277	ENSG00000134323
ENSG00000138160	ENSG00000147400
ENSG00000179772	ENSG00000198814
ENSG00000205937	ENSG00000163660
ENSG00000198681	ENSG00000249915
ENSG00000113758	ENSG00000075618
ENSG00000068796	ENSG00000135677
ENSG00000166477	ENSG00000102978
ENSG00000166477	ENSG00000168002
ENSG00000186298	ENSG00000039560
ENSG00000114354	ENSG00000130724
ENSG00000163634	ENSG00000091009
ENSG00000184743	ENSG00000171174
ENSG00000164924	ENSG00000273873
ENSG00000163961	ENSG00000080603
ENSG00000198898	ENSG00000138594
ENSG00000070610	ENSG00000141385
ENSG00000198898	ENSG00000100065
ENSG00000198898	ENSG00000165912
ENSG00000121621	ENSG00000124207
ENSG00000074219	ENSG00000102038
ENSG00000196924	ENSG00000101421
ENSG00000196396	ENSG00000134313
ENSG00000126945	ENSG00000106397
ENSG00000167553	ENSG00000106211
ENSG00000049768	ENSG00000119042
ENSG00000167553	ENSG00000144381
ENSG00000134853	ENSG00000120885
ENSG00000167553	ENSG00000096384
ENSG00000179772	ENSG00000115207
ENSG00000122952	ENSG00000276458
ENSG00000167553	ENSG00000086061
ENSG00000101558	ENSG00000197056
ENSG00000113558	ENSG00000171914
ENSG00000141367	ENSG00000172889
ENSG00000088986	ENSG00000144824
ENSG00000175467	ENSG00000108883
ENSG00000163029	ENSG00000145741
ENSG00000163029	ENSG00000152518
ENSG00000075785	ENSG00000143324
ENSG00000140575	ENSG00000206485
ENSG00000138668	ENSG00000132470
ENSG00000138668	ENSG00000242372
ENSG00000197879	ENSG00000161813
ENSG00000088986	ENSG00000103995
ENSG00000102226	ENSG00000115275
ENSG00000102226	ENSG00000012171
ENSG00000099942	ENSG00000154059
ENSG00000134243	ENSG00000156831
ENSG00000122133	ENSG00000115840
ENSG00000049768	ENSG00000030066
ENSG00000075785	ENSG00000071967
ENSG00000234651	ENSG00000285248
ENSG00000141736	ENSG00000173599
ENSG00000130830	ENSG00000126432
ENSG00000198898	ENSG00000186001
ENSG00000119787	ENSG00000184743
ENSG00000178950	ENSG00000185591
ENSG00000101442	ENSG00000114867
ENSG00000119787	ENSG00000101680
ENSG00000186766	ENSG00000095564
ENSG00000138071	ENSG00000058272
ENSG00000205937	ENSG00000117385
ENSG00000136875	ENSG00000156261
ENSG00000138071	ENSG00000196586
ENSG00000141367	ENSG00000105974
ENSG00000075785	ENSG00000136888
ENSG00000113758	ENSG00000197321
ENSG00000139718	ENSG00000162961
ENSG00000124171	ENSG00000116685
ENSG00000128731	ENSG00000100129
ENSG00000278372	ENSG00000140553
ENSG00000156273	ENSG00000164944
ENSG00000029363	ENSG00000230624
ENSG00000104177	ENSG00000138668
ENSG00000100422	ENSG00000174243
ENSG00000126215	ENSG00000285317
ENSG00000139218	ENSG00000108679
ENSG00000278372	ENSG00000131966
ENSG00000156453	ENSG00000119041
ENSG00000135446	ENSG00000183963
ENSG00000074219	ENSG00000182568
ENSG00000139116	ENSG00000164068
ENSG00000136875	ENSG00000135624
ENSG00000136875	ENSG00000115484
ENSG00000136875	ENSG00000166226
ENSG00000111206	ENSG00000153147
ENSG00000079134	ENSG00000160392
ENSG00000088986	ENSG00000128944
ENSG00000082516	ENSG00000272196
ENSG00000082516	ENSG00000272196
ENSG00000075785	ENSG00000118777
ENSG00000040275	ENSG00000083845
ENSG00000104388	ENSG00000213585
ENSG00000112561	ENSG00000112208
ENSG00000101421	ENSG00000159720
ENSG00000178950	ENSG00000157020
ENSG00000275082	ENSG00000125482
ENSG00000196923	ENSG00000114573
ENSG00000183770	ENSG00000122884
ENSG00000101558	ENSG00000181513
ENSG00000234704	ENSG00000171813
ENSG00000120696	ENSG00000118200
ENSG00000278372	ENSG00000128833
ENSG00000015479	ENSG00000162664
ENSG00000101367	ENSG00000162614
ENSG00000213639	ENSG00000196526
ENSG00000285023	ENSG00000067704
ENSG00000130204	ENSG00000088832
ENSG00000074219	ENSG00000103449
ENSG00000112984	ENSG00000204084
ENSG00000175416	ENSG00000113282
ENSG00000163029	ENSG00000138760
ENSG00000068654	ENSG00000284901
ENSG00000171992	ENSG00000132589
ENSG00000171992	ENSG00000284571
ENSG00000239264	ENSG00000155827
ENSG00000106462	ENSG00000124783
ENSG00000075218	ENSG00000141367
ENSG00000116852	ENSG00000127666
ENSG00000163634	ENSG00000091542
ENSG00000111206	ENSG00000161036
ENSG00000108774	ENSG00000132589
ENSG00000104177	ENSG00000107566
ENSG00000054598	ENSG00000176692
ENSG00000204899	ENSG00000117724
ENSG00000196923	ENSG00000198898
ENSG00000196923	ENSG00000077549
ENSG00000183770	ENSG00000096080
ENSG00000196923	ENSG00000178363
ENSG00000138668	ENSG00000173110
ENSG00000164916	ENSG00000101444
ENSG00000183770	ENSG00000117593
ENSG00000141367	ENSG00000033627
ENSG00000197616	ENSG00000105669
ENSG00000164379	ENSG00000121741
ENSG00000196396	ENSG00000081154
ENSG00000169359	ENSG00000157483
ENSG00000171992	ENSG00000288401
ENSG00000141367	ENSG00000147416
ENSG00000101337	ENSG00000197956
ENSG00000111875	ENSG00000173898
ENSG00000164379	ENSG00000166478
ENSG00000221914	ENSG00000134684
ENSG00000133703	ENSG00000155858
ENSG00000141582	ENSG00000173120
ENSG00000143436	ENSG00000132313
ENSG00000170608	ENSG00000163631
ENSG00000262634	ENSG00000160447
ENSG00000148396	ENSG00000175416
ENSG00000172197	ENSG00000263290
ENSG00000168214	ENSG00000170242
ENSG00000141367	ENSG00000141378
ENSG00000116852	ENSG00000119203
ENSG00000106462	ENSG00000125870
ENSG00000140575	ENSG00000138594
ENSG00000140575	ENSG00000165912
ENSG00000138668	ENSG00000133835
ENSG00000134982	ENSG00000011451
ENSG00000116918	ENSG00000141526
ENSG00000151849	ENSG00000174996
ENSG00000147403	ENSG00000170004
ENSG00000147403	ENSG00000153922
ENSG00000171992	ENSG00000085832
ENSG00000100142	ENSG00000132664
ENSG00000100142	ENSG00000186141
ENSG00000196199	ENSG00000160633
ENSG00000169288	ENSG00000243147
ENSG00000074219	ENSG00000121068
ENSG00000173933	ENSG00000143314
ENSG00000169359	ENSG00000186575
ENSG00000101337	ENSG00000118705
ENSG00000143436	ENSG00000111639
ENSG00000171862	ENSG00000169914
ENSG00000101421	ENSG00000182149
ENSG00000023318	ENSG00000138640
ENSG00000143436	ENSG00000185414
ENSG00000170608	ENSG00000160710
ENSG00000160973	ENSG00000160710
ENSG00000169359	ENSG00000140284
ENSG00000169288	ENSG00000164611
ENSG00000075785	ENSG00000159720
ENSG00000086758	ENSG00000140564
ENSG00000198898	ENSG00000161800
ENSG00000102172	ENSG00000164237
ENSG00000145362	ENSG00000168944
ENSG00000154914	ENSG00000266412
ENSG00000196199	ENSG00000283018
ENSG00000111711	ENSG00000034533
ENSG00000151849	ENSG00000140577
ENSG00000136997	ENSG00000115946
ENSG00000116478	ENSG00000221978
ENSG00000116918	ENSG00000168268
ENSG00000141367	ENSG00000100554
ENSG00000138778	ENSG00000171992
ENSG00000196199	ENSG00000142534
ENSG00000113758	ENSG00000213445
ENSG00000123908	ENSG00000163655
ENSG00000116918	ENSG00000204316
ENSG00000106683	ENSG00000149357
ENSG00000136937	ENSG00000141905
ENSG00000075785	ENSG00000013588
ENSG00000144566	ENSG00000128487
ENSG00000117266	ENSG00000173933
ENSG00000141582	ENSG00000119969
ENSG00000138760	ENSG00000127838
ENSG00000106462	ENSG00000101639
ENSG00000141582	ENSG00000163041
ENSG00000141582	ENSG00000163041
ENSG00000107643	ENSG00000166012
ENSG00000130204	ENSG00000176014
ENSG00000196199	ENSG00000114391
ENSG00000142168	ENSG00000108515
ENSG00000134086	ENSG00000144674
ENSG00000196924	ENSG00000136950
ENSG00000075785	ENSG00000173702
ENSG00000139687	ENSG00000234651
ENSG00000075785	ENSG00000104388
ENSG00000100422	ENSG00000136875
ENSG00000113758	ENSG00000124145
ENSG00000054598	ENSG00000153147
ENSG00000173933	ENSG00000285248
ENSG00000173933	ENSG00000167394
ENSG00000111652	ENSG00000187778
ENSG00000149600	ENSG00000188243
ENSG00000076003	ENSG00000104447
ENSG00000126215	ENSG00000085872
ENSG00000167842	ENSG00000136108
ENSG00000276480	ENSG00000034533
ENSG00000126945	ENSG00000060749
ENSG00000184117	ENSG00000162409
ENSG00000153187	ENSG00000092201
ENSG00000111596	ENSG00000196233
ENSG00000198862	ENSG00000232367
ENSG00000151466	ENSG00000137807
ENSG00000102981	ENSG00000054523
ENSG00000131848	ENSG00000137309
ENSG00000065970	ENSG00000128714
ENSG00000013810	ENSG00000135336
ENSG00000141367	ENSG00000102699
ENSG00000065970	ENSG00000123364
ENSG00000115163	ENSG00000185515
ENSG00000008056	ENSG00000128191
ENSG00000070770	ENSG00000171202
ENSG00000104177	ENSG00000230143
ENSG00000142192	ENSG00000014164
ENSG00000169359	ENSG00000168906
ENSG00000109101	ENSG00000008441
ENSG00000121621	ENSG00000141428
ENSG00000125952	ENSG00000169375
ENSG00000035403	ENSG00000050405
ENSG00000156970	ENSG00000104517
ENSG00000126215	ENSG00000107566
ENSG00000163605	ENSG00000131697
ENSG00000146670	ENSG00000154358
ENSG00000136146	ENSG00000198707
ENSG00000168259	ENSG00000007202
ENSG00000196262	ENSG00000106635
ENSG00000126215	ENSG00000156261
ENSG00000183770	ENSG00000136699
ENSG00000143436	ENSG00000175581
ENSG00000111087	ENSG00000122884
ENSG00000011451	ENSG00000137054
ENSG00000101347	ENSG00000187257
ENSG00000107643	ENSG00000175166
ENSG00000162849	ENSG00000150054
ENSG00000102981	ENSG00000115942
ENSG00000151466	ENSG00000131016
ENSG00000153187	ENSG00000111615
ENSG00000109971	ENSG00000138246
ENSG00000113248	ENSG00000131368
ENSG00000138668	ENSG00000169258
ENSG00000131558	ENSG00000138190
ENSG00000140057	ENSG00000068394
ENSG00000138778	ENSG00000163539
ENSG00000130830	ENSG00000115750
ENSG00000205937	ENSG00000164916
ENSG00000169359	ENSG00000148773
ENSG00000143337	ENSG00000163528
ENSG00000063244	ENSG00000121390
ENSG00000141570	ENSG00000137497
ENSG00000076053	ENSG00000077348
ENSG00000147403	ENSG00000055483
ENSG00000176678	ENSG00000205302
ENSG00000184117	ENSG00000178209
ENSG00000168564	ENSG00000064651
ENSG00000177628	ENSG00000116133
ENSG00000103126	ENSG00000173801
ENSG00000126215	ENSG00000134255
ENSG00000140464	ENSG00000107819
ENSG00000166816	ENSG00000105939
ENSG00000102882	ENSG00000197386
ENSG00000177463	ENSG00000196504
ENSG00000102226	ENSG00000130985
ENSG00000176678	ENSG00000102038
ENSG00000073050	ENSG00000127314
ENSG00000048342	ENSG00000078674
ENSG00000102981	ENSG00000123094
ENSG00000165480	ENSG00000185085
ENSG00000104177	ENSG00000100462
ENSG00000145907	ENSG00000132792
ENSG00000108424	ENSG00000120705
ENSG00000035403	ENSG00000134283
ENSG00000134371	ENSG00000263290
ENSG00000126215	ENSG00000143575
ENSG00000163029	ENSG00000134255
ENSG00000115211	ENSG00000111361
ENSG00000140382	ENSG00000134046
ENSG00000067992	ENSG00000146731
ENSG00000100796	ENSG00000156970
ENSG00000100644	ENSG00000123213
ENSG00000169288	ENSG00000115364
ENSG00000135338	ENSG00000113569
ENSG00000140575	ENSG00000196526
ENSG00000285241	ENSG00000074319
ENSG00000046651	ENSG00000161996
ENSG00000169359	ENSG00000164078
ENSG00000111652	ENSG00000102103
ENSG00000151929	ENSG00000189057
ENSG00000065970	ENSG00000143442
ENSG00000100225	ENSG00000107862
ENSG00000175866	ENSG00000197965
ENSG00000286522	ENSG00000100425
ENSG00000286522	ENSG00000100425
ENSG00000286522	ENSG00000100425
ENSG00000286522	ENSG00000100425
ENSG00000286522	ENSG00000100425
ENSG00000286522	ENSG00000100425
ENSG00000286522	ENSG00000100425
ENSG00000286522	ENSG00000100425
ENSG00000286522	ENSG00000100425
ENSG00000286522	ENSG00000100425
ENSG00000065970	ENSG00000169635
ENSG00000100142	ENSG00000117877
ENSG00000116478	ENSG00000130340
ENSG00000145907	ENSG00000166900
ENSG00000049246	ENSG00000115355
ENSG00000067992	ENSG00000120438
ENSG00000146670	ENSG00000124177
ENSG00000163558	ENSG00000138385
ENSG00000125107	ENSG00000236149
ENSG00000068654	ENSG00000105176
ENSG00000124641	ENSG00000133997
ENSG00000128654	ENSG00000100347
ENSG00000124201	ENSG00000103642
ENSG00000164587	ENSG00000198755
ENSG00000113758	ENSG00000157107
ENSG00000176678	ENSG00000117593
ENSG00000132646	ENSG00000131368
ENSG00000196235	ENSG00000168002
ENSG00000176678	ENSG00000137824
ENSG00000139116	ENSG00000102780
ENSG00000166851	ENSG00000165240
ENSG00000126215	ENSG00000087365
ENSG00000176678	ENSG00000080345
ENSG00000161800	ENSG00000167522
ENSG00000179772	ENSG00000161036
ENSG00000183770	ENSG00000186416
ENSG00000176678	ENSG00000119285
ENSG00000123374	ENSG00000197321
ENSG00000108424	ENSG00000119392
ENSG00000186625	ENSG00000162695
ENSG00000186766	ENSG00000134644
ENSG00000123374	ENSG00000178913
ENSG00000094880	ENSG00000163872
ENSG00000125755	ENSG00000136709
ENSG00000136897	ENSG00000096080
ENSG00000122133	ENSG00000102178
ENSG00000164296	ENSG00000172172
ENSG00000092054	ENSG00000062822
ENSG00000163961	ENSG00000108671
ENSG00000135338	ENSG00000276725
ENSG00000134243	ENSG00000232575
ENSG00000132341	ENSG00000198700
ENSG00000133704	ENSG00000147789
ENSG00000007372	ENSG00000130725
ENSG00000147403	ENSG00000108256
ENSG00000070770	ENSG00000198042
ENSG00000135316	ENSG00000129911
ENSG00000175455	ENSG00000169020
ENSG00000265241	ENSG00000143776
ENSG00000168002	ENSG00000187735
ENSG00000081320	ENSG00000134882
ENSG00000163029	ENSG00000165672
ENSG00000126215	ENSG00000164405
ENSG00000136897	ENSG00000075643
ENSG00000136897	ENSG00000242485
ENSG00000136875	ENSG00000121022
ENSG00000135316	ENSG00000065060
ENSG00000111790	ENSG00000280951
ENSG00000125968	ENSG00000130830
ENSG00000135316	ENSG00000137074
ENSG00000177606	ENSG00000188554
ENSG00000198862	ENSG00000067066
ENSG00000113248	ENSG00000140577
ENSG00000176678	ENSG00000182568
ENSG00000177606	ENSG00000116604
ENSG00000049618	ENSG00000099385
ENSG00000177463	ENSG00000122550
ENSG00000067992	ENSG00000071794
ENSG00000168259	ENSG00000113282
ENSG00000115053	ENSG00000142937
ENSG00000169359	ENSG00000162402
ENSG00000164924	ENSG00000122550
ENSG00000126215	ENSG00000136026
ENSG00000126215	ENSG00000168439
ENSG00000284571	ENSG00000100650
ENSG00000186766	ENSG00000110344
ENSG00000142230	ENSG00000109861
ENSG00000176678	ENSG00000125844
ENSG00000169359	ENSG00000136813
ENSG00000167863	ENSG00000106153
ENSG00000176678	ENSG00000153147
ENSG00000135316	ENSG00000243147
ENSG00000122958	ENSG00000039560
ENSG00000135316	ENSG00000006704
ENSG00000101367	ENSG00000072110
ENSG00000101367	ENSG00000282844
ENSG00000198898	ENSG00000130303
ENSG00000168259	ENSG00000103266
ENSG00000171956	ENSG00000112996
ENSG00000139116	ENSG00000197256
ENSG00000276480	ENSG00000274474
ENSG00000148396	ENSG00000122705
ENSG00000234651	ENSG00000136935
ENSG00000168214	ENSG00000111642
ENSG00000168214	ENSG00000180198
ENSG00000168214	ENSG00000180198
ENSG00000177606	ENSG00000160113
ENSG00000168214	ENSG00000137942
ENSG00000141568	ENSG00000079432
ENSG00000104889	ENSG00000172869
ENSG00000198898	ENSG00000161203
ENSG00000100296	ENSG00000129911
ENSG00000132964	ENSG00000119760
ENSG00000168778	ENSG00000086848
ENSG00000198898	ENSG00000230685
ENSG00000168214	ENSG00000167491
ENSG00000164916	ENSG00000135049
ENSG00000073350	ENSG00000139746
ENSG00000164916	ENSG00000206560
ENSG00000138071	ENSG00000050405
ENSG00000004961	ENSG00000158042
ENSG00000154845	ENSG00000058262
ENSG00000108424	ENSG00000184661
ENSG00000103494	ENSG00000276725
ENSG00000113758	ENSG00000107566
ENSG00000184481	ENSG00000168496
ENSG00000128833	ENSG00000064545
ENSG00000070831	ENSG00000165672
ENSG00000171956	ENSG00000183431
ENSG00000141568	ENSG00000048828
ENSG00000151247	ENSG00000070756
ENSG00000132155	ENSG00000169851
ENSG00000186625	ENSG00000112081
ENSG00000136731	ENSG00000154920
ENSG00000168214	ENSG00000104853
ENSG00000198898	ENSG00000172757
ENSG00000198898	ENSG00000165410
ENSG00000134982	ENSG00000100726
ENSG00000141568	ENSG00000206560
ENSG00000123374	ENSG00000136842
ENSG00000123374	ENSG00000198467
ENSG00000105568	ENSG00000144791
ENSG00000094631	ENSG00000137992
ENSG00000138668	ENSG00000062194
ENSG00000079616	ENSG00000141428
ENSG00000280610	ENSG00000198087
ENSG00000176678	ENSG00000072501
ENSG00000116062	ENSG00000198853
ENSG00000129250	ENSG00000177889
ENSG00000283068	ENSG00000103642
ENSG00000100345	ENSG00000173702
ENSG00000179772	ENSG00000204316
ENSG00000094631	ENSG00000110090
ENSG00000125798	ENSG00000159184
ENSG00000168214	ENSG00000187239
ENSG00000135316	ENSG00000134909
ENSG00000078814	ENSG00000153956
ENSG00000196199	ENSG00000007520
ENSG00000100478	ENSG00000134371
ENSG00000077348	ENSG00000130255
ENSG00000111581	ENSG00000119392
ENSG00000196923	ENSG00000196465
ENSG00000198898	ENSG00000164919
ENSG00000198898	ENSG00000135678
ENSG00000175216	ENSG00000116133
ENSG00000132383	ENSG00000154358
ENSG00000278372	ENSG00000046604
ENSG00000158092	ENSG00000258366
ENSG00000196535	ENSG00000176058
ENSG00000078674	ENSG00000157456
ENSG00000168259	ENSG00000119401
ENSG00000123737	ENSG00000257017
ENSG00000072501	ENSG00000110107
ENSG00000176678	ENSG00000125755
ENSG00000065243	ENSG00000124802
ENSG00000128731	ENSG00000114867
ENSG00000134243	ENSG00000137076
ENSG00000154845	ENSG00000111716
ENSG00000134243	ENSG00000105376
ENSG00000146425	ENSG00000077380
ENSG00000186625	ENSG00000057252
ENSG00000140575	ENSG00000011405
ENSG00000124171	ENSG00000134308
ENSG00000126215	ENSG00000100216
ENSG00000145414	ENSG00000079999
ENSG00000127337	ENSG00000127884
ENSG00000134243	ENSG00000135605
ENSG00000103494	ENSG00000113569
ENSG00000113758	ENSG00000203485
ENSG00000050405	ENSG00000136950
ENSG00000240563	ENSG00000130726
ENSG00000142627	ENSG00000163104
ENSG00000161800	ENSG00000124177
ENSG00000104885	ENSG00000138617
ENSG00000145414	ENSG00000198929
ENSG00000136754	ENSG00000162522
ENSG00000161800	ENSG00000150347
ENSG00000108774	ENSG00000033627
ENSG00000164916	ENSG00000127481
ENSG00000186625	ENSG00000115306
ENSG00000108774	ENSG00000147416
ENSG00000108774	ENSG00000114573
ENSG00000175029	ENSG00000163510
ENSG00000141568	ENSG00000144028
ENSG00000046651	ENSG00000101752
ENSG00000046651	ENSG00000150477
ENSG00000198898	ENSG00000141367
ENSG00000198898	ENSG00000175416
ENSG00000198898	ENSG00000122705
ENSG00000135316	ENSG00000102531
ENSG00000276787	ENSG00000115368
ENSG00000100393	ENSG00000106078
ENSG00000183770	ENSG00000197345
ENSG00000105639	ENSG00000078061
ENSG00000049768	ENSG00000125817
ENSG00000139218	ENSG00000169100
ENSG00000135316	ENSG00000182979
ENSG00000112742	ENSG00000280858
ENSG00000135604	ENSG00000118640
ENSG00000171956	ENSG00000130204
ENSG00000177628	ENSG00000263290
ENSG00000171956	ENSG00000164597
ENSG00000170802	ENSG00000113558
